sample	hap	chromosome	t2t_pass	in_filtered_fasta	status	HSat2_raw_regions	HSat3_raw_regions
HG01573	HG01573_hap2	chr16	1	1	PASS	17	3
HG01573	HG01573_hap2	chr17	1	1	PASS	2	5
HG01573	HG01573_hap2	chr18	1	1	PASS	0	0
HG01573	HG01573_hap2	chr19	1	1	PASS	0	0
HG01573	HG01573_hap2	chr2	1	1	PASS	11	4
HG01573	HG01573_hap2	chr20	1	1	PASS	0	3
HG01573	HG01573_hap2	chr3	1	1	PASS	0	1
HG01573	HG01573_hap2	chr4	1	1	PASS	0	2
HG01573	HG01573_hap2	chr5	1	1	PASS	0	1
HG01573	HG01573_hap2	chr7	1	1	PASS	21	13
HG01573	HG01573_hap2	chr8	1	1	PASS	0	0
HG01573	HG01573_hap2	chrX	1	1	PASS	0	0
HG01596	HG01596_hap1	chr1	1	1	PASS	10	10
HG01596	HG01596_hap1	chr10	1	1	PASS	4	6
HG01596	HG01596_hap1	chr11	1	1	PASS	0	0
HG01596	HG01596_hap1	chr12	1	1	PASS	0	0
HG01596	HG01596_hap1	chr16	1	1	PASS	21	6
HG01596	HG01596_hap1	chr17	1	1	PASS	2	5
HG01596	HG01596_hap1	chr19	1	1	PASS	0	0
HG01596	HG01596_hap1	chr2	1	1	PASS	11	4
HG01596	HG01596_hap1	chr20	1	1	PASS	0	3
HG01596	HG01596_hap1	chr3	1	1	PASS	0	1
HG01596	HG01596_hap1	chr4	1	1	PASS	0	2
HG01596	HG01596_hap1	chr5	1	1	PASS	0	1
HG01596	HG01596_hap1	chr6	1	1	PASS	0	0
HG01596	HG01596_hap1	chr7	1	1	PASS	20	13
HG01596	HG01596_hap1	chr8	1	1	PASS	0	0
HG01596	HG01596_hap2	chr10	1	1	PASS	4	6
HG01596	HG01596_hap2	chr11	1	1	PASS	0	0
HG01596	HG01596_hap2	chr12	1	1	PASS	0	0
HG01596	HG01596_hap2	chr16	1	1	PASS	20	6
HG01596	HG01596_hap2	chr18	1	1	PASS	0	0
HG01596	HG01596_hap2	chr19	1	1	PASS	0	0
HG01596	HG01596_hap2	chr20	1	1	PASS	0	3
HG01596	HG01596_hap2	chr3	1	1	PASS	0	1
HG01596	HG01596_hap2	chr4	1	1	PASS	0	2
HG01596	HG01596_hap2	chr5	1	1	PASS	0	1
HG01596	HG01596_hap2	chr6	1	1	PASS	0	0
HG01596	HG01596_hap2	chr8	1	1	PASS	0	0
HG01596	HG01596_hap2	chr9	1	1	PASS	1	118
HG01596	HG01596_hap2	chrX	1	1	PASS	0	0
HG01784	HG01784_hap1	chr1	1	1	PASS	7	5
HG01784	HG01784_hap1	chr10	1	1	PASS	4	6
HG01784	HG01784_hap1	chr11	1	1	PASS	0	0
HG01784	HG01784_hap1	chr12	1	1	PASS	0	0
HG01784	HG01784_hap1	chr16	1	1	PASS	19	5
HG01784	HG01784_hap1	chr17	1	1	PASS	2	5
HG01784	HG01784_hap1	chr19	1	1	PASS	0	0
HG01784	HG01784_hap1	chr20	1	1	PASS	0	3
HG01784	HG01784_hap1	chr3	1	1	PASS	0	1
HG01784	HG01784_hap1	chr4	1	1	PASS	0	2
HG01784	HG01784_hap1	chr5	1	1	PASS	0	1
HG01784	HG01784_hap1	chr6	1	1	PASS	0	0
HG01784	HG01784_hap1	chr7	1	1	PASS	22	18
HG01784	HG01784_hap1	chr8	1	1	PASS	0	0
HG01784	HG01784_hap1	chr9	1	1	PASS	1	111
HG01784	HG01784_hap1	chrX	1	1	PASS	0	0
HG01784	HG01784_hap2	chr10	1	1	PASS	3	6
HG01784	HG01784_hap2	chr11	1	1	PASS	0	0
HG01784	HG01784_hap2	chr12	1	1	PASS	0	0
HG01784	HG01784_hap2	chr16	1	1	PASS	19	5
HG01784	HG01784_hap2	chr17	1	1	PASS	2	5
HG01784	HG01784_hap2	chr19	1	1	PASS	0	0
HG01784	HG01784_hap2	chr20	1	1	PASS	0	3
HG01784	HG01784_hap2	chr3	1	1	PASS	0	1
HG01784	HG01784_hap2	chr4	1	1	PASS	0	2
HG01784	HG01784_hap2	chr5	1	1	PASS	0	1
HG01784	HG01784_hap2	chr6	1	1	PASS	0	0
HG01784	HG01784_hap2	chr7	1	1	PASS	20	13
HG01784	HG01784_hap2	chr8	1	1	PASS	0	0
HG01784	HG01784_hap2	chr9	1	1	PASS	1	122
HG01784	HG01784_hap2	chrX	1	1	PASS	0	0
HG01786	HG01786_hap1	chr10	1	1	PASS	3	6
HG01786	HG01786_hap1	chr11	1	1	PASS	0	0
HG01786	HG01786_hap1	chr12	1	1	PASS	0	0
HG01786	HG01786_hap1	chr19	1	1	PASS	0	0
HG01786	HG01786_hap1	chr20	1	1	PASS	0	3
HG01786	HG01786_hap1	chr4	1	1	PASS	0	2
HG01786	HG01786_hap1	chr5	1	1	PASS	0	1
HG01786	HG01786_hap1	chr6	1	1	PASS	0	0
HG01786	HG01786_hap1	chr7	1	1	PASS	23	16
HG01786	HG01786_hap1	chr8	1	1	PASS	0	0
HG01786	HG01786_hap1	chr9	1	1	PASS	1	121
HG01786	HG01786_hap1	chrX	1	1	PASS	0	0
HG01786	HG01786_hap2	chr10	1	1	EXCLUDE_invalid_annotation_coordinate	4	6
HG01786	HG01786_hap2	chr11	1	1	EXCLUDE_invalid_annotation_coordinate	0	0
HG01786	HG01786_hap2	chr12	1	1	EXCLUDE_invalid_annotation_coordinate	0	0
HG01786	HG01786_hap2	chr19	1	1	EXCLUDE_invalid_annotation_coordinate	0	0
HG01786	HG01786_hap2	chr3	1	1	EXCLUDE_invalid_annotation_coordinate	0	1
HG01786	HG01786_hap2	chr4	1	1	EXCLUDE_invalid_annotation_coordinate	0	2
HG01786	HG01786_hap2	chr5	1	1	EXCLUDE_invalid_annotation_coordinate	0	1
HG01786	HG01786_hap2	chr6	1	1	EXCLUDE_invalid_annotation_coordinate	0	0
HG01786	HG01786_hap2	chr7	1	1	EXCLUDE_invalid_annotation_coordinate	22	16
HG01786	HG01786_hap2	chr8	1	1	EXCLUDE_invalid_annotation_coordinate	0	0
HG01786	HG01786_hap2	chr9	1	1	EXCLUDE_invalid_annotation_coordinate	1	140
HG01786	HG01786_hap2	chrX	1	1	EXCLUDE_invalid_annotation_coordinate	0	0
HG01884	HG01884_hap1	chr1	1	1	PASS	8	5
HG01884	HG01884_hap1	chr10	1	1	PASS	4	6
HG01884	HG01884_hap1	chr11	1	1	PASS	0	0
HG01884	HG01884_hap1	chr12	1	1	PASS	0	0
HG01884	HG01884_hap1	chr17	1	1	PASS	2	5
HG01884	HG01884_hap1	chr18	1	1	PASS	0	0
HG01884	HG01884_hap1	chr19	1	1	PASS	0	0
HG01884	HG01884_hap1	chr2	1	1	PASS	11	4
HG01884	HG01884_hap1	chr20	1	1	PASS	0	3
HG01884	HG01884_hap1	chr3	1	1	PASS	0	2
HG01884	HG01884_hap1	chr5	1	1	PASS	0	1
HG01884	HG01884_hap1	chr6	1	1	PASS	0	0
HG01884	HG01884_hap1	chr7	1	1	PASS	23	19
HG01884	HG01884_hap1	chr8	1	1	PASS	0	0
HG01884	HG01884_hap1	chr9	1	1	PASS	1	205
HG01884	HG01884_hap1	chrX	1	1	PASS	0	0
HG01884	HG01884_hap2	chr1	1	1	PASS	7	5
HG01884	HG01884_hap2	chr10	1	1	PASS	4	6
HG01884	HG01884_hap2	chr11	1	1	PASS	0	0
HG01884	HG01884_hap2	chr12	1	1	PASS	0	0
HG01884	HG01884_hap2	chr17	1	1	PASS	2	5
HG01884	HG01884_hap2	chr18	1	1	PASS	0	0
HG01884	HG01884_hap2	chr19	1	1	PASS	0	0
HG01884	HG01884_hap2	chr2	1	1	PASS	11	4
HG01884	HG01884_hap2	chr20	1	1	PASS	0	3
HG01884	HG01884_hap2	chr3	1	1	PASS	0	1
HG01884	HG01884_hap2	chr5	1	1	PASS	0	1
HG01884	HG01884_hap2	chr7	1	1	PASS	22	15
HG01884	HG01884_hap2	chr8	1	1	PASS	0	0
HG01884	HG01884_hap2	chr9	1	1	PASS	1	169
HG01884	HG01884_hap2	chrX	1	1	PASS	0	0
HG01890	HG01890_hap1	chr1	1	1	PASS	7	5
HG01890	HG01890_hap1	chr10	1	1	PASS	4	6
HG01890	HG01890_hap1	chr11	1	1	PASS	0	0
HG01890	HG01890_hap1	chr12	1	1	PASS	0	0
HG01890	HG01890_hap1	chr16	1	1	PASS	17	3
HG01890	HG01890_hap1	chr17	1	1	PASS	2	5
HG01890	HG01890_hap1	chr18	1	1	PASS	0	0
HG01890	HG01890_hap1	chr19	1	1	PASS	0	0
HG01890	HG01890_hap1	chr2	1	1	PASS	11	4
HG01890	HG01890_hap1	chr20	1	1	PASS	0	3
HG01890	HG01890_hap1	chr3	1	1	PASS	0	1
HG01890	HG01890_hap1	chr4	1	1	PASS	0	2
HG01890	HG01890_hap1	chr5	1	1	PASS	0	1
HG01890	HG01890_hap1	chr6	1	1	PASS	0	0
HG01890	HG01890_hap1	chr8	1	1	PASS	0	0
HG01890	HG01890_hap1	chr9	1	1	PASS	1	144
HG01890	HG01890_hap1	chrX	1	1	PASS	0	0
HG01890	HG01890_hap2	chr1	1	1	PASS	7	5
HG01890	HG01890_hap2	chr10	1	1	PASS	4	6
HG01890	HG01890_hap2	chr11	1	1	PASS	0	0
HG01890	HG01890_hap2	chr12	1	1	PASS	0	0
HG01890	HG01890_hap2	chr16	1	1	PASS	20	6
HG01890	HG01890_hap2	chr17	1	1	PASS	2	5
HG01890	HG01890_hap2	chr18	1	1	PASS	0	0
HG01890	HG01890_hap2	chr19	1	1	PASS	0	0
HG01890	HG01890_hap2	chr2	1	1	PASS	11	4
HG01890	HG01890_hap2	chr20	1	1	PASS	0	3
HG01890	HG01890_hap2	chr3	1	1	PASS	0	1
HG01890	HG01890_hap2	chr4	1	1	PASS	0	2
HG01890	HG01890_hap2	chr5	1	1	PASS	0	1
HG01890	HG01890_hap2	chr6	1	1	PASS	0	0
HG01890	HG01890_hap2	chr7	1	1	PASS	23	17
HG01890	HG01890_hap2	chr8	1	1	PASS	0	0
HG01890	HG01890_hap2	chr9	1	1	PASS	1	300
HG01891	HG01891_hap1	chr11	1	1	PASS	0	0
HG01891	HG01891_hap1	chr12	1	1	PASS	0	0
HG01891	HG01891_hap1	chr16	1	1	PASS	18	3
HG01891	HG01891_hap1	chr19	1	1	PASS	0	0
HG01891	HG01891_hap1	chr2	1	1	PASS	7	2
HG01891	HG01891_hap1	chr4	1	1	PASS	0	2
HG01891	HG01891_hap1	chr7	1	1	PASS	18	7
HG01891	HG01891_hap1	chr8	1	1	PASS	0	0
HG01891	HG01891_hap1	chr9	1	1	PASS	1	88
HG01891	HG01891_hap1	chrX	1	1	PASS	0	0
HG01891	HG01891_hap2	chr11	1	1	PASS	0	0
HG01891	HG01891_hap2	chr12	1	1	PASS	0	0
HG01891	HG01891_hap2	chr16	1	1	PASS	20	6
HG01891	HG01891_hap2	chr19	1	1	PASS	0	0
HG01891	HG01891_hap2	chr2	1	1	PASS	11	4
HG01891	HG01891_hap2	chr4	1	1	PASS	0	2
HG01891	HG01891_hap2	chr7	1	1	PASS	21	17
HG01891	HG01891_hap2	chr8	1	1	PASS	0	0
HG01891	HG01891_hap2	chrX	1	1	PASS	0	0
HG01928	HG01928_hap1	chr1	1	1	PASS	8	4
HG01928	HG01928_hap1	chr10	1	1	PASS	4	6
HG01928	HG01928_hap1	chr11	1	1	PASS	0	0
HG01928	HG01928_hap1	chr12	1	1	PASS	0	0
HG01928	HG01928_hap1	chr16	1	1	PASS	19	5
HG01928	HG01928_hap1	chr17	1	1	PASS	2	5
HG01928	HG01928_hap1	chr18	1	1	PASS	0	0
HG01928	HG01928_hap1	chr19	1	1	PASS	0	0
HG01928	HG01928_hap1	chr2	1	1	PASS	11	4
HG01928	HG01928_hap1	chr20	1	1	PASS	0	3
HG01928	HG01928_hap1	chr3	1	1	PASS	0	1
HG01928	HG01928_hap1	chr4	1	1	PASS	0	2
HG01928	HG01928_hap1	chr5	1	1	PASS	0	1
HG01928	HG01928_hap1	chr6	1	1	PASS	0	0
HG01928	HG01928_hap1	chr7	1	1	PASS	22	17
HG01928	HG01928_hap1	chr8	1	1	PASS	0	0
HG01928	HG01928_hap1	chr9	1	1	PASS	1	171
HG01928	HG01928_hap1	chrX	1	1	PASS	0	0
HG01928	HG01928_hap2	chr1	1	1	PASS	13	5
HG01928	HG01928_hap2	chr10	1	1	PASS	4	6
HG01928	HG01928_hap2	chr11	1	1	PASS	0	0
HG01928	HG01928_hap2	chr12	1	1	PASS	0	0
HG01928	HG01928_hap2	chr16	1	1	PASS	20	6
HG01928	HG01928_hap2	chr17	1	1	PASS	2	5
HG01928	HG01928_hap2	chr18	1	1	PASS	0	0
HG01928	HG01928_hap2	chr19	1	1	PASS	0	0
HG01928	HG01928_hap2	chr2	1	1	PASS	11	4
HG01928	HG01928_hap2	chr20	1	1	PASS	0	3
HG01928	HG01928_hap2	chr3	1	1	PASS	0	1
HG01928	HG01928_hap2	chr4	1	1	PASS	0	2
HG01928	HG01928_hap2	chr5	1	1	PASS	0	1
HG01928	HG01928_hap2	chr6	1	1	PASS	0	0
HG01928	HG01928_hap2	chr7	1	1	PASS	21	17
HG01928	HG01928_hap2	chr8	1	1	PASS	0	0
HG01928	HG01928_hap2	chr9	1	1	PASS	1	81
HG01934	HG01934_hap1	chr1	1	1	PASS	7	5
HG01934	HG01934_hap1	chr10	1	1	PASS	4	6
HG01934	HG01934_hap1	chr11	1	1	PASS	0	0
HG01934	HG01934_hap1	chr12	1	1	PASS	0	0
HG01934	HG01934_hap1	chr16	1	1	PASS	17	3
HG01934	HG01934_hap1	chr17	1	1	PASS	2	5
HG01934	HG01934_hap1	chr18	1	1	PASS	0	0
HG01934	HG01934_hap1	chr19	1	1	PASS	0	0
HG01934	HG01934_hap1	chr2	1	1	PASS	11	4
HG01934	HG01934_hap1	chr20	1	1	PASS	0	3
HG01934	HG01934_hap1	chr3	1	1	PASS	0	1
HG01934	HG01934_hap1	chr5	1	1	PASS	0	1
HG01934	HG01934_hap1	chr6	1	1	PASS	0	0
HG01934	HG01934_hap1	chr7	1	1	PASS	24	18
HG01934	HG01934_hap1	chr8	1	1	PASS	0	0
HG01934	HG01934_hap1	chr9	1	1	PASS	1	169
HG01934	HG01934_hap2	chr1	1	1	PASS	6	5
HG01934	HG01934_hap2	chr10	1	1	PASS	4	6
HG01934	HG01934_hap2	chr11	1	1	PASS	0	0
HG01934	HG01934_hap2	chr12	1	1	PASS	0	0
HG01934	HG01934_hap2	chr16	1	1	PASS	19	5
HG01934	HG01934_hap2	chr17	1	1	PASS	2	5
HG01934	HG01934_hap2	chr18	1	1	PASS	0	0
HG01934	HG01934_hap2	chr19	1	1	PASS	0	0
HG01934	HG01934_hap2	chr2	1	1	PASS	5	0
HG01934	HG01934_hap2	chr20	1	1	PASS	0	3
HG01934	HG01934_hap2	chr3	1	1	PASS	0	1
HG01934	HG01934_hap2	chr5	1	1	PASS	0	1
HG01934	HG01934_hap2	chr6	1	1	PASS	0	0
HG01934	HG01934_hap2	chr7	1	1	PASS	20	17
HG01934	HG01934_hap2	chr8	1	1	PASS	0	0
HG01934	HG01934_hap2	chr9	1	1	PASS	1	157
HG01940	HG01940_hap1	chr1	1	1	PASS	6	5
HG01940	HG01940_hap1	chr10	1	1	PASS	4	6
HG01940	HG01940_hap1	chr11	1	1	PASS	0	0
HG01940	HG01940_hap1	chr12	1	1	PASS	0	0
HG01940	HG01940_hap1	chr16	1	1	PASS	20	6
HG01940	HG01940_hap1	chr17	1	1	PASS	2	5
HG01940	HG01940_hap1	chr19	1	1	PASS	0	0
HG01940	HG01940_hap1	chr2	1	1	PASS	11	4
HG01940	HG01940_hap1	chr20	1	1	PASS	0	3
HG01940	HG01940_hap1	chr3	1	1	PASS	0	1
HG01940	HG01940_hap1	chr4	1	1	PASS	0	2
HG01940	HG01940_hap1	chr5	1	1	PASS	0	1
HG01940	HG01940_hap1	chr6	1	1	PASS	0	0
HG01940	HG01940_hap1	chr8	1	1	PASS	0	0
HG01940	HG01940_hap1	chr9	1	1	PASS	1	108
HG01940	HG01940_hap1	chrX	1	1	PASS	0	0
HG01940	HG01940_hap2	chr1	1	1	PASS	7	5
HG01940	HG01940_hap2	chr10	1	1	PASS	4	6
HG01940	HG01940_hap2	chr11	1	1	PASS	0	0
HG01940	HG01940_hap2	chr12	1	1	PASS	0	0
HG01940	HG01940_hap2	chr16	1	1	PASS	19	5
HG01940	HG01940_hap2	chr17	1	1	PASS	2	5
HG01940	HG01940_hap2	chr19	1	1	PASS	0	0
HG01940	HG01940_hap2	chr2	1	1	PASS	11	4
HG01940	HG01940_hap2	chr20	1	1	PASS	0	3
HG01940	HG01940_hap2	chr3	1	1	PASS	0	1
HG01940	HG01940_hap2	chr4	1	1	PASS	0	2
HG01940	HG01940_hap2	chr5	1	1	PASS	0	1
HG01940	HG01940_hap2	chr6	1	1	PASS	0	0
HG01940	HG01940_hap2	chr8	1	1	PASS	0	0
HG01940	HG01940_hap2	chr9	1	1	PASS	1	137
HG01940	HG01940_hap2	chrX	1	1	PASS	0	0
HG01943	HG01943_hap1	chr10	1	1	PASS	4	6
HG01943	HG01943_hap1	chr11	1	1	PASS	0	0
HG01943	HG01943_hap1	chr12	1	1	PASS	0	0
HG01943	HG01943_hap1	chr16	1	1	PASS	18	6
HG01943	HG01943_hap1	chr19	1	1	PASS	0	0
HG01943	HG01943_hap1	chr2	1	1	PASS	11	4
HG01943	HG01943_hap1	chr20	1	1	PASS	0	3
HG01943	HG01943_hap1	chr3	1	1	PASS	0	1
HG01943	HG01943_hap1	chr5	1	1	PASS	0	1
HG01943	HG01943_hap1	chr9	1	1	PASS	1	212
HG01943	HG01943_hap1	chrX	1	1	PASS	0	0
HG01943	HG01943_hap2	chr10	1	1	PASS	4	6
HG01943	HG01943_hap2	chr11	1	1	PASS	0	0
HG01943	HG01943_hap2	chr12	1	1	PASS	0	0
HG01943	HG01943_hap2	chr16	1	1	PASS	17	3
HG01943	HG01943_hap2	chr19	1	1	PASS	0	0
HG01943	HG01943_hap2	chr2	1	1	PASS	11	4
HG01943	HG01943_hap2	chr20	1	1	PASS	0	3
HG01943	HG01943_hap2	chr5	1	1	PASS	0	1
HG01943	HG01943_hap2	chr9	1	1	PASS	1	77
HG01952	HG01952_hap1	chr1	1	1	PASS	7	5
HG01952	HG01952_hap1	chr10	1	1	PASS	4	6
HG01952	HG01952_hap1	chr11	1	1	PASS	0	0
HG01952	HG01952_hap1	chr12	1	1	PASS	0	0
HG01952	HG01952_hap1	chr16	1	1	PASS	23	6
HG01952	HG01952_hap1	chr18	1	1	PASS	0	0
HG01952	HG01952_hap1	chr19	1	1	PASS	0	0
HG01952	HG01952_hap1	chr2	1	1	PASS	11	4
HG01952	HG01952_hap1	chr20	1	1	PASS	0	3
HG01952	HG01952_hap1	chr4	1	1	PASS	0	2
HG01952	HG01952_hap1	chr5	1	1	PASS	0	1
HG01952	HG01952_hap1	chr6	1	1	PASS	0	0
HG01952	HG01952_hap1	chr7	1	1	PASS	21	16
HG01952	HG01952_hap1	chr8	1	1	PASS	0	0
HG01952	HG01952_hap1	chr9	1	1	PASS	1	133
HG01952	HG01952_hap1	chrX	1	1	PASS	0	0
HG01952	HG01952_hap2	chr1	1	1	PASS	7	4
HG01952	HG01952_hap2	chr10	1	1	PASS	4	6
HG01952	HG01952_hap2	chr11	1	1	PASS	0	0
HG01952	HG01952_hap2	chr12	1	1	PASS	0	0
HG01952	HG01952_hap2	chr16	1	1	PASS	20	6
HG01952	HG01952_hap2	chr18	1	1	PASS	0	0
HG01952	HG01952_hap2	chr19	1	1	PASS	0	0
HG01952	HG01952_hap2	chr2	1	1	PASS	11	4
HG01952	HG01952_hap2	chr20	1	1	PASS	0	3
HG01952	HG01952_hap2	chr4	1	1	PASS	0	2
HG01952	HG01952_hap2	chr5	1	1	PASS	0	1
HG01952	HG01952_hap2	chr6	1	1	PASS	0	0
HG01952	HG01952_hap2	chr7	1	1	PASS	22	17
HG01952	HG01952_hap2	chr8	1	1	PASS	0	0
HG01960	HG01960_hap1	chr1	1	1	PASS	7	5
HG01960	HG01960_hap1	chr10	1	1	PASS	4	6
HG01960	HG01960_hap1	chr11	1	1	PASS	0	0
HG01960	HG01960_hap1	chr12	1	1	PASS	0	0
HG01960	HG01960_hap1	chr16	1	1	PASS	19	5
HG01960	HG01960_hap1	chr18	1	1	PASS	0	0
HG01960	HG01960_hap1	chr19	1	1	PASS	0	0
HG01960	HG01960_hap1	chr20	1	1	PASS	0	3
HG01960	HG01960_hap1	chr5	1	1	PASS	0	1
HG01960	HG01960_hap1	chr7	1	1	PASS	22	23
HG01960	HG01960_hap1	chr8	1	1	PASS	0	0
HG01960	HG01960_hap1	chr9	1	1	PASS	1	129
HG01960	HG01960_hap1	chrX	1	1	PASS	0	0
HG01960	HG01960_hap2	chr1	1	1	PASS	8	5
HG01960	HG01960_hap2	chr10	1	1	PASS	4	6
HG01960	HG01960_hap2	chr11	1	1	PASS	0	0
HG01960	HG01960_hap2	chr12	1	1	PASS	0	0
HG01960	HG01960_hap2	chr16	1	1	PASS	21	6
HG01960	HG01960_hap2	chr18	1	1	PASS	0	0
HG01960	HG01960_hap2	chr19	1	1	PASS	0	0
HG01960	HG01960_hap2	chr20	1	1	PASS	0	3
HG01960	HG01960_hap2	chr5	1	1	PASS	0	1
HG01960	HG01960_hap2	chr7	1	1	PASS	24	17
HG01960	HG01960_hap2	chr8	1	1	PASS	0	0
HG01960	HG01960_hap2	chr9	1	1	PASS	1	207
HG01960	HG01960_hap2	chrX	1	1	PASS	0	0
HG01969	HG01969_hap1	chr1	1	1	PASS	8	5
HG01969	HG01969_hap1	chr10	1	1	PASS	4	6
HG01969	HG01969_hap1	chr11	1	1	PASS	0	0
HG01969	HG01969_hap1	chr12	1	1	PASS	0	0
HG01969	HG01969_hap1	chr16	1	1	PASS	20	6
HG01969	HG01969_hap1	chr19	1	1	PASS	0	0
HG01969	HG01969_hap1	chr2	1	1	PASS	11	4
HG01969	HG01969_hap1	chr20	1	1	PASS	0	3
HG01969	HG01969_hap1	chr3	1	1	PASS	0	1
HG01969	HG01969_hap1	chr5	1	1	PASS	0	1
HG01969	HG01969_hap1	chr6	1	1	PASS	0	0
HG01969	HG01969_hap1	chr7	1	1	PASS	22	17
HG01969	HG01969_hap1	chr8	1	1	PASS	0	0
HG01969	HG01969_hap1	chr9	1	1	PASS	1	199
HG01969	HG01969_hap1	chrX	1	1	PASS	0	0
HG01969	HG01969_hap2	chr1	1	1	PASS	7	4
HG01969	HG01969_hap2	chr10	1	1	PASS	4	6
HG01969	HG01969_hap2	chr11	1	1	PASS	0	0
HG01969	HG01969_hap2	chr12	1	1	PASS	0	0
HG01969	HG01969_hap2	chr16	1	1	PASS	19	5
HG01969	HG01969_hap2	chr2	1	1	PASS	11	4
HG01969	HG01969_hap2	chr20	1	1	PASS	0	3
HG01969	HG01969_hap2	chr3	1	1	PASS	0	1
HG01969	HG01969_hap2	chr5	1	1	PASS	0	1
HG01969	HG01969_hap2	chr6	1	1	PASS	0	0
HG01969	HG01969_hap2	chr7	1	1	PASS	21	16
HG01969	HG01969_hap2	chr8	1	1	PASS	0	0
HG01969	HG01969_hap2	chr9	1	1	PASS	1	50
HG01969	HG01969_hap2	chrX	1	1	PASS	0	0
HG01975	HG01975_hap1	chr1	1	1	PASS	8	4
HG01975	HG01975_hap1	chr10	1	1	PASS	4	6
HG01975	HG01975_hap1	chr11	1	1	PASS	0	0
HG01975	HG01975_hap1	chr12	1	1	PASS	0	0
HG01975	HG01975_hap1	chr16	1	1	PASS	19	5
HG01975	HG01975_hap1	chr18	1	1	PASS	0	0
HG01975	HG01975_hap1	chr19	1	1	PASS	0	0
HG01975	HG01975_hap1	chr2	1	1	PASS	11	4
HG01975	HG01975_hap1	chr20	1	1	PASS	0	3
HG01975	HG01975_hap1	chr3	1	1	PASS	0	1
HG01975	HG01975_hap1	chr5	1	1	PASS	0	1
HG01975	HG01975_hap1	chr6	1	1	PASS	0	0
HG01975	HG01975_hap1	chr7	1	1	PASS	24	18
HG01975	HG01975_hap1	chr8	1	1	PASS	0	0
HG01975	HG01975_hap1	chr9	1	1	PASS	1	180
HG01975	HG01975_hap1	chrX	1	1	PASS	0	0
HG01975	HG01975_hap2	chr1	1	1	PASS	7	4
HG01975	HG01975_hap2	chr10	1	1	PASS	4	6
HG01975	HG01975_hap2	chr11	1	1	PASS	0	0
HG01975	HG01975_hap2	chr12	1	1	PASS	0	0
HG01975	HG01975_hap2	chr16	1	1	PASS	18	4
HG01975	HG01975_hap2	chr18	1	1	PASS	0	0
HG01975	HG01975_hap2	chr19	1	1	PASS	0	0
HG01975	HG01975_hap2	chr2	1	1	PASS	11	4
HG01975	HG01975_hap2	chr20	1	1	PASS	0	3
HG01975	HG01975_hap2	chr3	1	1	PASS	0	1
HG01975	HG01975_hap2	chr5	1	1	PASS	0	1
HG01975	HG01975_hap2	chr7	1	1	PASS	21	17
HG01975	HG01975_hap2	chr8	1	1	PASS	0	0
HG01975	HG01975_hap2	chr9	1	1	PASS	1	60
HG01975	HG01975_hap2	chrX	1	1	PASS	0	0
HG01978	HG01978_hap1	chr1	1	1	PASS	7	4
HG01978	HG01978_hap1	chr10	1	1	PASS	4	6
HG01978	HG01978_hap1	chr11	1	1	PASS	0	0
HG01978	HG01978_hap1	chr12	1	1	PASS	0	0
HG01978	HG01978_hap1	chr17	1	1	PASS	2	5
HG01978	HG01978_hap1	chr18	1	1	PASS	0	0
HG01978	HG01978_hap1	chr19	1	1	PASS	0	0
HG01978	HG01978_hap1	chr2	1	1	PASS	11	4
HG01978	HG01978_hap1	chr20	1	1	PASS	0	3
HG01978	HG01978_hap1	chr3	1	1	PASS	0	1
HG01978	HG01978_hap1	chr6	1	1	PASS	0	0
HG01978	HG01978_hap1	chr8	1	1	PASS	0	0
HG01978	HG01978_hap1	chr9	1	1	PASS	1	108
HG01978	HG01978_hap1	chrX	1	1	PASS	0	0
HG01978	HG01978_hap2	chr10	1	1	PASS	5	6
HG01978	HG01978_hap2	chr11	1	1	PASS	0	0
HG01978	HG01978_hap2	chr12	1	1	PASS	0	0
HG01978	HG01978_hap2	chr17	1	1	PASS	2	5
HG01978	HG01978_hap2	chr18	1	1	PASS	0	0
HG01978	HG01978_hap2	chr19	1	1	PASS	0	0
HG01978	HG01978_hap2	chr2	1	1	PASS	11	4
HG01978	HG01978_hap2	chr20	1	1	PASS	0	3
HG01978	HG01978_hap2	chr3	1	1	PASS	0	1
HG01978	HG01978_hap2	chr5	1	1	PASS	0	1
HG01978	HG01978_hap2	chr6	1	1	PASS	0	0
HG01978	HG01978_hap2	chr8	1	1	PASS	0	0
HG01978	HG01978_hap2	chr9	1	1	PASS	1	154
HG01981	HG01981_hap1	chr10	1	1	PASS	4	6
HG01981	HG01981_hap1	chr11	1	1	PASS	0	0
HG01981	HG01981_hap1	chr12	1	1	PASS	0	0
HG01981	HG01981_hap1	chr16	1	1	PASS	17	3
HG01981	HG01981_hap1	chr18	1	1	PASS	0	0
HG01981	HG01981_hap1	chr19	1	1	PASS	0	0
HG01981	HG01981_hap1	chr2	1	1	PASS	11	4
HG01981	HG01981_hap1	chr20	1	1	PASS	0	3
HG01981	HG01981_hap1	chr3	1	1	PASS	0	1
HG01981	HG01981_hap1	chr4	1	1	PASS	0	2
HG01981	HG01981_hap1	chr5	1	1	PASS	0	1
HG01981	HG01981_hap1	chr7	1	1	PASS	21	15
HG01981	HG01981_hap1	chr8	1	1	PASS	0	0
HG01981	HG01981_hap1	chr9	1	1	PASS	1	145
HG01981	HG01981_hap1	chrX	1	1	PASS	0	0
HG01981	HG01981_hap2	chr10	1	1	PASS	4	6
