hap	chromosome	region	interval_count	bp	ACGT_bp	non_ACGT_bp	valid_16mer_starts
HG00706_hap2	chr7	background	19	161014149	161014149	0	161013885
HG00706_hap2	chr8	HSat2	0	0	0	0	0
HG00706_hap2	chr8	HSat3	0	0	0	0	0
HG00706_hap2	chr8	HSat23	0	0	0	0	0
HG00706_hap2	chr8	ambiguous	0	0	0	0	0
HG00706_hap2	chr8	background	1	145949764	145929675	20089	145929630
HG00706_hap2	chr9	HSat2	1	34938	34938	0	34923
HG00706_hap2	chr9	HSat3	22	6001206	6001206	0	6000876
HG00706_hap2	chr9	HSat23	23	6036144	6036144	0	6035799
HG00706_hap2	chr9	ambiguous	0	0	0	0	0
HG00706_hap2	chr9	background	24	122297727	122297627	100	122297346
HG00731_hap1	chr1	HSat2	8	13973656	13973656	0	13973536
HG00731_hap1	chr1	HSat3	5	957165	957165	0	957090
HG00731_hap1	chr1	HSat23	13	14930821	14930821	0	14930626
HG00731_hap1	chr1	ambiguous	0	0	0	0	0
HG00731_hap1	chr1	background	14	231722632	231561876	160756	231561671
HG00731_hap1	chr10	HSat2	4	368578	368578	0	368518
HG00731_hap1	chr10	HSat3	6	678585	678585	0	678495
HG00731_hap1	chr10	HSat23	8	1047163	1047163	0	1047043
HG00731_hap1	chr10	ambiguous	0	0	0	0	0
HG00731_hap1	chr10	background	9	133420586	133420586	0	133420451
HG00731_hap1	chr11	HSat2	0	0	0	0	0
HG00731_hap1	chr11	HSat3	0	0	0	0	0
HG00731_hap1	chr11	HSat23	0	0	0	0	0
HG00731_hap1	chr11	ambiguous	0	0	0	0	0
HG00731_hap1	chr11	background	1	134155085	134155085	0	134155070
HG00731_hap1	chr12	HSat2	0	0	0	0	0
HG00731_hap1	chr12	HSat3	0	0	0	0	0
HG00731_hap1	chr12	HSat23	0	0	0	0	0
HG00731_hap1	chr12	ambiguous	0	0	0	0	0
HG00731_hap1	chr12	background	1	133270031	133270031	0	133270016
HG00731_hap1	chr16	HSat2	19	9384236	9384236	0	9383951
HG00731_hap1	chr16	HSat3	6	17877	17877	0	17787
HG00731_hap1	chr16	HSat23	15	9402113	9402113	0	9401888
HG00731_hap1	chr16	ambiguous	0	0	0	0	0
HG00731_hap1	chr16	background	16	81939840	81934840	5000	81934588
HG00731_hap1	chr17	HSat2	2	84274	84274	0	84244
HG00731_hap1	chr17	HSat3	5	707762	707762	0	707687
HG00731_hap1	chr17	HSat23	7	792036	792036	0	791931
HG00731_hap1	chr17	ambiguous	0	0	0	0	0
HG00731_hap1	chr17	background	8	82665294	82665294	0	82665187
HG00731_hap1	chr18	HSat2	0	0	0	0	0
HG00731_hap1	chr18	HSat3	0	0	0	0	0
HG00731_hap1	chr18	HSat23	0	0	0	0	0
HG00731_hap1	chr18	ambiguous	0	0	0	0	0
HG00731_hap1	chr18	background	1	80759488	80759488	0	80759473
HG00731_hap1	chr19	HSat2	0	0	0	0	0
HG00731_hap1	chr19	HSat3	0	0	0	0	0
HG00731_hap1	chr19	HSat23	0	0	0	0	0
HG00731_hap1	chr19	ambiguous	0	0	0	0	0
HG00731_hap1	chr19	background	1	61799499	61799499	0	61799484
HG00731_hap1	chr2	HSat2	5	113781	113781	0	113706
HG00731_hap1	chr2	HSat3	2	35642	35642	0	35612
HG00731_hap1	chr2	HSat23	6	149423	149423	0	149333
HG00731_hap1	chr2	ambiguous	0	0	0	0	0
HG00731_hap1	chr2	background	7	240973408	240540501	432907	240540366
HG00731_hap1	chr20	HSat2	0	0	0	0	0
HG00731_hap1	chr20	HSat3	3	528941	528941	0	528896
HG00731_hap1	chr20	HSat23	3	528941	528941	0	528896
HG00731_hap1	chr20	ambiguous	0	0	0	0	0
HG00731_hap1	chr20	background	4	64657288	64657288	0	64657228
HG00731_hap1	chr3	HSat2	0	0	0	0	0
HG00731_hap1	chr3	HSat3	1	194128	194128	0	194113
HG00731_hap1	chr3	HSat23	1	194128	194128	0	194113
HG00731_hap1	chr3	ambiguous	0	0	0	0	0
HG00731_hap1	chr3	background	2	200959982	200959982	0	200959952
HG00731_hap1	chr4	HSat2	0	0	0	0	0
HG00731_hap1	chr4	HSat3	2	236833	236833	0	236803
HG00731_hap1	chr4	HSat23	2	236833	236833	0	236803
HG00731_hap1	chr4	ambiguous	0	0	0	0	0
HG00731_hap1	chr4	background	3	191590912	191585912	5000	191585852
HG00731_hap1	chr5	HSat2	0	0	0	0	0
HG00731_hap1	chr5	HSat3	1	598976	598976	0	598961
HG00731_hap1	chr5	HSat23	1	598976	598976	0	598961
HG00731_hap1	chr5	ambiguous	0	0	0	0	0
HG00731_hap1	chr5	background	2	181180767	181129489	51278	181129444
HG00731_hap1	chr6	HSat2	0	0	0	0	0
HG00731_hap1	chr6	HSat3	0	0	0	0	0
HG00731_hap1	chr6	HSat23	0	0	0	0	0
HG00731_hap1	chr6	ambiguous	0	0	0	0	0
HG00731_hap1	chr6	background	1	171180058	171180058	0	171180043
HG00731_hap1	chr7	HSat2	22	322871	322871	0	322541
HG00731_hap1	chr7	HSat3	13	421116	421116	0	420921
HG00731_hap1	chr7	HSat23	18	743987	743987	0	743717
HG00731_hap1	chr7	ambiguous	0	0	0	0	0
HG00731_hap1	chr7	background	19	159832583	159441971	390612	159441637
HG00731_hap1	chr8	HSat2	0	0	0	0	0
HG00731_hap1	chr8	HSat3	0	0	0	0	0
HG00731_hap1	chr8	HSat23	0	0	0	0	0
HG00731_hap1	chr8	ambiguous	0	0	0	0	0
HG00731_hap1	chr8	background	1	146173010	146173010	0	146172995
HG00731_hap1	chr9	HSat2	1	34938	34938	0	34923
HG00731_hap1	chr9	HSat3	32	12246457	12246457	0	12245977
HG00731_hap1	chr9	HSat23	33	12281395	12281395	0	12280900
HG00731_hap1	chr9	ambiguous	0	0	0	0	0
HG00731_hap1	chr9	background	34	124664307	124664307	0	124663980
HG00731_hap1	chrX	HSat2	0	0	0	0	0
HG00731_hap1	chrX	HSat3	0	0	0	0	0
HG00731_hap1	chrX	HSat23	0	0	0	0	0
HG00731_hap1	chrX	ambiguous	0	0	0	0	0
HG00731_hap1	chrX	background	1	114715964	114715964	0	114715949
HG00731_hap2	chr1	HSat2	7	18342286	18342286	0	18342181
HG00731_hap2	chr1	HSat3	5	912270	912270	0	912195
HG00731_hap2	chr1	HSat23	12	19254556	19254556	0	19254376
HG00731_hap2	chr1	ambiguous	0	0	0	0	0
HG00731_hap2	chr1	background	13	235969951	235188440	781511	235188235
HG00731_hap2	chr10	HSat2	4	1136637	1136637	0	1136577
HG00731_hap2	chr10	HSat3	6	641434	641434	0	641344
HG00731_hap2	chr10	HSat23	8	1778071	1778071	0	1777951
HG00731_hap2	chr10	ambiguous	0	0	0	0	0
HG00731_hap2	chr10	background	9	134818050	134818050	0	134817915
HG00731_hap2	chr11	HSat2	0	0	0	0	0
HG00731_hap2	chr11	HSat3	0	0	0	0	0
HG00731_hap2	chr11	HSat23	0	0	0	0	0
HG00731_hap2	chr11	ambiguous	0	0	0	0	0
HG00731_hap2	chr11	background	1	137762233	137762233	0	137762218
HG00731_hap2	chr12	HSat2	0	0	0	0	0
HG00731_hap2	chr12	HSat3	0	0	0	0	0
HG00731_hap2	chr12	HSat23	0	0	0	0	0
HG00731_hap2	chr12	ambiguous	0	0	0	0	0
HG00731_hap2	chr12	background	1	133398991	133398991	0	133398976
HG00731_hap2	chr16	HSat2	19	11018051	11018051	0	11017766
HG00731_hap2	chr16	HSat3	6	17209	17209	0	17119
HG00731_hap2	chr16	HSat23	15	11035260	11035260	0	11035035
HG00731_hap2	chr16	ambiguous	0	0	0	0	0
HG00731_hap2	chr16	background	16	83749649	83749649	0	83749412
HG00731_hap2	chr17	HSat2	2	84726	84726	0	84696
HG00731_hap2	chr17	HSat3	5	920001	920001	0	919926
HG00731_hap2	chr17	HSat23	7	1004727	1004727	0	1004622
HG00731_hap2	chr17	ambiguous	0	0	0	0	0
HG00731_hap2	chr17	background	8	84008949	84008949	0	84008842
HG00731_hap2	chr18	HSat2	0	0	0	0	0
HG00731_hap2	chr18	HSat3	0	0	0	0	0
HG00731_hap2	chr18	HSat23	0	0	0	0	0
HG00731_hap2	chr18	ambiguous	0	0	0	0	0
HG00731_hap2	chr18	background	1	80820033	80820033	0	80820018
HG00731_hap2	chr19	HSat2	0	0	0	0	0
HG00731_hap2	chr19	HSat3	0	0	0	0	0
HG00731_hap2	chr19	HSat23	0	0	0	0	0
HG00731_hap2	chr19	ambiguous	0	0	0	0	0
HG00731_hap2	chr19	background	1	61958050	61958050	0	61958035
HG00731_hap2	chr20	HSat2	0	0	0	0	0
HG00731_hap2	chr20	HSat3	3	1166583	1166583	0	1166538
HG00731_hap2	chr20	HSat23	3	1166583	1166583	0	1166538
HG00731_hap2	chr20	ambiguous	0	0	0	0	0
HG00731_hap2	chr20	background	4	65264413	65264413	0	65264353
HG00731_hap2	chr3	HSat2	0	0	0	0	0
HG00731_hap2	chr3	HSat3	1	158086	158086	0	158071
HG00731_hap2	chr3	HSat23	1	158086	158086	0	158071
HG00731_hap2	chr3	ambiguous	0	0	0	0	0
HG00731_hap2	chr3	background	2	205514423	205514423	0	205514393
HG00731_hap2	chr4	HSat2	0	0	0	0	0
HG00731_hap2	chr4	HSat3	2	251808	251808	0	251778
HG00731_hap2	chr4	HSat23	2	251808	251808	0	251778
HG00731_hap2	chr4	ambiguous	0	0	0	0	0
HG00731_hap2	chr4	background	3	191677160	191677160	0	191677115
HG00731_hap2	chr5	HSat2	0	0	0	0	0
HG00731_hap2	chr5	HSat3	1	280549	280549	0	280534
HG00731_hap2	chr5	HSat23	1	280549	280549	0	280534
HG00731_hap2	chr5	ambiguous	0	0	0	0	0
HG00731_hap2	chr5	background	2	183138072	183030120	107952	183030060
HG00731_hap2	chr6	HSat2	0	0	0	0	0
HG00731_hap2	chr6	HSat3	0	0	0	0	0
HG00731_hap2	chr6	HSat23	0	0	0	0	0
HG00731_hap2	chr6	ambiguous	0	0	0	0	0
HG00731_hap2	chr6	background	1	171529118	171529118	0	171529103
HG00731_hap2	chr7	HSat2	20	272204	272204	0	271904
HG00731_hap2	chr7	HSat3	11	336141	336141	0	335976
HG00731_hap2	chr7	HSat23	16	608345	608345	0	608105
HG00731_hap2	chr7	ambiguous	0	0	0	0	0
HG00731_hap2	chr7	background	17	160325723	159954354	371369	159954078
HG00731_hap2	chr8	HSat2	0	0	0	0	0
HG00731_hap2	chr8	HSat3	0	0	0	0	0
HG00731_hap2	chr8	HSat23	0	0	0	0	0
HG00731_hap2	chr8	ambiguous	0	0	0	0	0
HG00731_hap2	chr8	background	1	146263257	146263257	0	146263242
HG00731_hap2	chr9	HSat2	1	39117	39117	0	39102
HG00731_hap2	chr9	HSat3	37	12187967	12187967	0	12187412
HG00731_hap2	chr9	HSat23	38	12227084	12227084	0	12226514
HG00731_hap2	chr9	ambiguous	0	0	0	0	0
HG00731_hap2	chr9	background	39	124716011	124716011	0	124715664
HG00731_hap2	chrY	HSat2	1	3727	3727	0	3712
HG00731_hap2	chrY	HSat3	33	17321690	17321690	0	17321195
HG00731_hap2	chrY	HSat23	34	17325417	17325417	0	17324907
HG00731_hap2	chrY	ambiguous	0	0	0	0	0
HG00731_hap2	chrY	background	35	37319318	37319318	0	37318793
HG00732_hap1	chr1	HSat2	7	12368361	12368361	0	12368256
HG00732_hap1	chr1	HSat3	5	928717	928717	0	928642
HG00732_hap1	chr1	HSat23	12	13297078	13297078	0	13296898
HG00732_hap1	chr1	ambiguous	0	0	0	0	0
HG00732_hap1	chr1	background	13	236515884	236183283	332601	236183063
HG00732_hap1	chr10	HSat2	4	876183	876183	0	876123
HG00732_hap1	chr10	HSat3	6	583659	583659	0	583569
HG00732_hap1	chr10	HSat23	8	1459842	1459842	0	1459722
HG00732_hap1	chr10	ambiguous	0	0	0	0	0
HG00732_hap1	chr10	background	9	133091496	132888014	203482	132887849
HG00732_hap1	chr11	HSat2	0	0	0	0	0
HG00732_hap1	chr11	HSat3	0	0	0	0	0
HG00732_hap1	chr11	HSat23	0	0	0	0	0
HG00732_hap1	chr11	ambiguous	0	0	0	0	0
HG00732_hap1	chr11	background	1	134653171	134455106	198065	134455061
HG00732_hap1	chr12	HSat2	0	0	0	0	0
HG00732_hap1	chr12	HSat3	0	0	0	0	0
HG00732_hap1	chr12	HSat23	0	0	0	0	0
HG00732_hap1	chr12	ambiguous	0	0	0	0	0
HG00732_hap1	chr12	background	1	134286249	134286249	0	134286234
HG00732_hap1	chr16	HSat2	19	8996737	8996737	0	8996452
HG00732_hap1	chr16	HSat3	6	17958	17958	0	17868
HG00732_hap1	chr16	HSat23	15	9014695	9014695	0	9014470
HG00732_hap1	chr16	ambiguous	0	0	0	0	0
HG00732_hap1	chr16	background	16	58570074	58570074	0	58569837
HG00732_hap1	chr17	HSat2	2	84274	84274	0	84244
HG00732_hap1	chr17	HSat3	5	713437	713437	0	713362
HG00732_hap1	chr17	HSat23	7	797711	797711	0	797606
HG00732_hap1	chr17	ambiguous	0	0	0	0	0
HG00732_hap1	chr17	background	8	81430299	81425299	5000	81425177
HG00732_hap1	chr18	HSat2	0	0	0	0	0
HG00732_hap1	chr18	HSat3	0	0	0	0	0
HG00732_hap1	chr18	HSat23	0	0	0	0	0
HG00732_hap1	chr18	ambiguous	0	0	0	0	0
HG00732_hap1	chr18	background	1	81872382	81816229	56153	81816199
HG00732_hap1	chr19	HSat2	0	0	0	0	0
HG00732_hap1	chr19	HSat3	0	0	0	0	0
HG00732_hap1	chr19	HSat23	0	0	0	0	0
HG00732_hap1	chr19	ambiguous	0	0	0	0	0
HG00732_hap1	chr19	background	1	40901350	40697504	203846	40697474
HG00732_hap1	chr2	HSat2	7	770589	770589	0	770484
HG00732_hap1	chr2	HSat3	4	59726	59726	0	59666
HG00732_hap1	chr2	HSat23	9	830315	830315	0	830180
HG00732_hap1	chr2	ambiguous	0	0	0	0	0
HG00732_hap1	chr2	background	10	241070937	240610342	460595	240610124
HG00732_hap1	chr20	HSat2	0	0	0	0	0
HG00732_hap1	chr20	HSat3	3	1044746	1044746	0	1044701
HG00732_hap1	chr20	HSat23	3	1044746	1044746	0	1044701
HG00732_hap1	chr20	ambiguous	0	0	0	0	0
HG00732_hap1	chr20	background	4	64965681	64965681	0	64965621
HG00732_hap1	chr3	HSat2	0	0	0	0	0
HG00732_hap1	chr3	HSat3	1	152645	152645	0	152630
HG00732_hap1	chr3	HSat23	1	152645	152645	0	152630
HG00732_hap1	chr3	ambiguous	0	0	0	0	0
HG00732_hap1	chr3	background	2	203286429	203286429	0	203286399
HG00732_hap1	chr4	HSat2	0	0	0	0	0
HG00732_hap1	chr4	HSat3	2	256766	256766	0	256736
HG00732_hap1	chr4	HSat23	2	256766	256766	0	256736
HG00732_hap1	chr4	ambiguous	0	0	0	0	0
HG00732_hap1	chr4	background	3	192060172	191550952	509220	191550862
HG00732_hap1	chr5	HSat2	0	0	0	0	0
HG00732_hap1	chr5	HSat3	1	710895	710895	0	710880
HG00732_hap1	chr5	HSat23	1	710895	710895	0	710880
HG00732_hap1	chr5	ambiguous	0	0	0	0	0
HG00732_hap1	chr5	background	2	72952005	72952005	0	72951975
HG00732_hap1	chr6	HSat2	0	0	0	0	0
HG00732_hap1	chr6	HSat3	0	0	0	0	0
HG00732_hap1	chr6	HSat23	0	0	0	0	0
HG00732_hap1	chr6	ambiguous	0	0	0	0	0
HG00732_hap1	chr6	background	1	172126289	172049908	76381	172049878
HG00732_hap1	chr8	HSat2	0	0	0	0	0
HG00732_hap1	chr8	HSat3	0	0	0	0	0
HG00732_hap1	chr8	HSat23	0	0	0	0	0
HG00732_hap1	chr8	ambiguous	0	0	0	0	0
HG00732_hap1	chr8	background	1	146456413	146150519	305894	146150489
HG00732_hap1	chr9	HSat2	1	39117	39117	0	39102
HG00732_hap1	chr9	HSat3	43	23194139	23194139	0	23193494
HG00732_hap1	chr9	HSat23	44	23233256	23233256	0	23232596
HG00732_hap1	chr9	ambiguous	0	0	0	0	0
HG00732_hap1	chr9	background	45	121696548	121687810	8738	121687397
HG00732_hap2	chr10	HSat2	3	87409	87409	0	87364
HG00732_hap2	chr10	HSat3	6	506347	506347	0	506257
HG00732_hap2	chr10	HSat23	8	593756	593756	0	593636
HG00732_hap2	chr10	ambiguous	0	0	0	0	0
HG00732_hap2	chr10	background	9	133807969	133604487	203482	133604334
HG00732_hap2	chr11	HSat2	0	0	0	0	0
HG00732_hap2	chr11	HSat3	0	0	0	0	0
HG00732_hap2	chr11	HSat23	0	0	0	0	0
HG00732_hap2	chr11	ambiguous	0	0	0	0	0
HG00732_hap2	chr11	background	1	134386536	134188471	198065	134188426
HG00732_hap2	chr12	HSat2	0	0	0	0	0
HG00732_hap2	chr12	HSat3	0	0	0	0	0
HG00732_hap2	chr12	HSat23	0	0	0	0	0
HG00732_hap2	chr12	ambiguous	0	0	0	0	0
HG00732_hap2	chr12	background	1	133329901	133329901	0	133329886
HG00732_hap2	chr16	HSat2	18	6654274	6654274	0	6654004
HG00732_hap2	chr16	HSat3	5	16278	16278	0	16203
HG00732_hap2	chr16	HSat23	15	6670552	6670552	0	6670327
HG00732_hap2	chr16	ambiguous	0	0	0	0	0
HG00732_hap2	chr16	background	16	82152026	80763214	1388812	80762947
HG00732_hap2	chr17	HSat2	2	74643	74643	0	74613
HG00732_hap2	chr17	HSat3	5	714792	714792	0	714717
HG00732_hap2	chr17	HSat23	7	789435	789435	0	789330
HG00732_hap2	chr17	ambiguous	0	0	0	0	0
HG00732_hap2	chr17	background	8	41732012	41727012	5000	41726890
HG00732_hap2	chr18	HSat2	0	0	0	0	0
HG00732_hap2	chr18	HSat3	0	0	0	0	0
HG00732_hap2	chr18	HSat23	0	0	0	0	0
HG00732_hap2	chr18	ambiguous	0	0	0	0	0
HG00732_hap2	chr18	background	1	77072212	77016059	56153	77016029
HG00732_hap2	chr19	HSat2	0	0	0	0	0
HG00732_hap2	chr19	HSat3	0	0	0	0	0
HG00732_hap2	chr19	HSat23	0	0	0	0	0
HG00732_hap2	chr19	ambiguous	0	0	0	0	0
HG00732_hap2	chr19	background	1	60330476	60125630	204846	60125585
HG00732_hap2	chr20	HSat2	0	0	0	0	0
HG00732_hap2	chr20	HSat3	3	626692	626692	0	626647
HG00732_hap2	chr20	HSat23	3	626692	626692	0	626647
HG00732_hap2	chr20	ambiguous	0	0	0	0	0
HG00732_hap2	chr20	background	4	65197079	65197079	0	65197019
HG00732_hap2	chr3	HSat2	0	0	0	0	0
HG00732_hap2	chr3	HSat3	1	193073	193073	0	193058
HG00732_hap2	chr3	HSat23	1	193073	193073	0	193058
HG00732_hap2	chr3	ambiguous	0	0	0	0	0
HG00732_hap2	chr3	background	2	200650855	200645855	5000	200645810
HG00732_hap2	chr4	HSat2	0	0	0	0	0
HG00732_hap2	chr4	HSat3	2	234096	234096	0	234066
HG00732_hap2	chr4	HSat23	2	234096	234096	0	234066
HG00732_hap2	chr4	ambiguous	0	0	0	0	0
HG00732_hap2	chr4	background	3	147969373	147766447	202926	147766387
HG00732_hap2	chr5	HSat2	0	0	0	0	0
HG00732_hap2	chr5	HSat3	2	1197894	1197894	0	1197864
HG00732_hap2	chr5	HSat23	2	1197894	1197894	0	1197864
HG00732_hap2	chr5	ambiguous	0	0	0	0	0
HG00732_hap2	chr5	background	3	183731771	183724771	7000	183724681
HG00732_hap2	chr6	HSat2	0	0	0	0	0
HG00732_hap2	chr6	HSat3	0	0	0	0	0
HG00732_hap2	chr6	HSat23	0	0	0	0	0
HG00732_hap2	chr6	ambiguous	0	0	0	0	0
HG00732_hap2	chr6	background	1	170960060	170742193	217867	170742148
HG00732_hap2	chr8	HSat2	0	0	0	0	0
HG00732_hap2	chr8	HSat3	0	0	0	0	0
HG00732_hap2	chr8	HSat23	0	0	0	0	0
HG00732_hap2	chr8	ambiguous	0	0	0	0	0
HG00732_hap2	chr8	background	1	145937184	145937184	0	145937169
HG00732_hap2	chr9	HSat2	1	39055	39055	0	39040
HG00732_hap2	chr9	HSat3	37	17444192	17444192	0	17443637
HG00732_hap2	chr9	HSat23	38	17483247	17483247	0	17482677
HG00732_hap2	chr9	ambiguous	0	0	0	0	0
HG00732_hap2	chr9	background	39	121750896	121750896	0	121750517
HG00733_hap1	chr1	HSat2	7	14042017	14042017	0	14041912
HG00733_hap1	chr1	HSat3	5	957165	957165	0	957090
HG00733_hap1	chr1	HSat23	12	14999182	14999182	0	14999002
HG00733_hap1	chr1	ambiguous	0	0	0	0	0
HG00733_hap1	chr1	background	13	128509453	128509453	0	128509278
HG00733_hap1	chr10	HSat2	4	875582	875582	0	875522
HG00733_hap1	chr10	HSat3	6	584260	584260	0	584170
HG00733_hap1	chr10	HSat23	8	1459842	1459842	0	1459722
HG00733_hap1	chr10	ambiguous	0	0	0	0	0
HG00733_hap1	chr10	background	9	133860772	133860772	0	133860637
HG00733_hap1	chr11	HSat2	0	0	0	0	0
HG00733_hap1	chr11	HSat3	0	0	0	0	0
HG00733_hap1	chr11	HSat23	0	0	0	0	0
HG00733_hap1	chr11	ambiguous	0	0	0	0	0
HG00733_hap1	chr11	background	1	137752880	137752880	0	137752865
HG00733_hap1	chr12	HSat2	0	0	0	0	0
HG00733_hap1	chr12	HSat3	0	0	0	0	0
HG00733_hap1	chr12	HSat23	0	0	0	0	0
HG00733_hap1	chr12	ambiguous	0	0	0	0	0
HG00733_hap1	chr12	background	1	134902363	134902363	0	134902348
HG00733_hap1	chr16	HSat2	19	6663076	6663076	0	6662791
HG00733_hap1	chr16	HSat3	6	18287	18287	0	18197
HG00733_hap1	chr16	HSat23	15	6681363	6681363	0	6681138
HG00733_hap1	chr16	ambiguous	0	0	0	0	0
HG00733_hap1	chr16	background	16	82769537	82769537	0	82769300
HG00733_hap1	chr18	HSat2	0	0	0	0	0
HG00733_hap1	chr18	HSat3	0	0	0	0	0
HG00733_hap1	chr18	HSat23	0	0	0	0	0
HG00733_hap1	chr18	ambiguous	0	0	0	0	0
HG00733_hap1	chr18	background	1	77806005	77703108	102897	77703078
HG00733_hap1	chr19	HSat2	0	0	0	0	0
HG00733_hap1	chr19	HSat3	0	0	0	0	0
HG00733_hap1	chr19	HSat23	0	0	0	0	0
HG00733_hap1	chr19	ambiguous	0	0	0	0	0
HG00733_hap1	chr19	background	1	61954501	61954501	0	61954486
HG00733_hap1	chr20	HSat2	0	0	0	0	0
HG00733_hap1	chr20	HSat3	3	626697	626697	0	626652
HG00733_hap1	chr20	HSat23	3	626697	626697	0	626652
HG00733_hap1	chr20	ambiguous	0	0	0	0	0
HG00733_hap1	chr20	background	4	65210015	65210015	0	65209955
HG00733_hap1	chr3	HSat2	0	0	0	0	0
HG00733_hap1	chr3	HSat3	1	194128	194128	0	194113
HG00733_hap1	chr3	HSat23	1	194128	194128	0	194113
HG00733_hap1	chr3	ambiguous	0	0	0	0	0
HG00733_hap1	chr3	background	2	201041702	201041702	0	201041672
HG00733_hap1	chr4	HSat2	0	0	0	0	0
HG00733_hap1	chr4	HSat3	2	234106	234106	0	234076
HG00733_hap1	chr4	HSat23	2	234106	234106	0	234076
HG00733_hap1	chr4	ambiguous	0	0	0	0	0
HG00733_hap1	chr4	background	3	191686577	191565569	121008	191565509
HG00733_hap1	chr5	HSat2	0	0	0	0	0
HG00733_hap1	chr5	HSat3	2	1197894	1197894	0	1197864
HG00733_hap1	chr5	HSat23	2	1197894	1197894	0	1197864
HG00733_hap1	chr5	ambiguous	0	0	0	0	0
HG00733_hap1	chr5	background	3	183837748	183636246	201502	183636171
HG00733_hap1	chr6	HSat2	0	0	0	0	0
HG00733_hap1	chr6	HSat3	0	0	0	0	0
HG00733_hap1	chr6	HSat23	0	0	0	0	0
HG00733_hap1	chr6	ambiguous	0	0	0	0	0
HG00733_hap1	chr6	background	1	172189469	172065278	124191	172065248
HG00733_hap1	chr7	HSat2	21	335245	335245	0	334930
HG00733_hap1	chr7	HSat3	12	441854	441854	0	441674
HG00733_hap1	chr7	HSat23	19	777099	777099	0	776814
HG00733_hap1	chr7	ambiguous	0	0	0	0	0
HG00733_hap1	chr7	background	20	161057969	161057969	0	161057680
HG00733_hap1	chr8	HSat2	0	0	0	0	0
HG00733_hap1	chr8	HSat3	0	0	0	0	0
HG00733_hap1	chr8	HSat23	0	0	0	0	0
HG00733_hap1	chr8	ambiguous	0	0	0	0	0
HG00733_hap1	chr8	background	1	146283149	146283149	0	146283134
HG00733_hap1	chrX	HSat2	0	0	0	0	0
HG00733_hap1	chrX	HSat3	0	0	0	0	0
HG00733_hap1	chrX	HSat23	0	0	0	0	0
HG00733_hap1	chrX	ambiguous	0	0	0	0	0
HG00733_hap1	chrX	background	1	71924603	71919412	5191	71919382
HG00733_hap2	chr10	HSat2	4	1136266	1136266	0	1136206
HG00733_hap2	chr10	HSat3	6	641800	641800	0	641710
HG00733_hap2	chr10	HSat23	8	1778066	1778066	0	1777946
HG00733_hap2	chr10	ambiguous	0	0	0	0	0
HG00733_hap2	chr10	background	9	134901409	134901409	0	134901274
HG00733_hap2	chr11	HSat2	0	0	0	0	0
HG00733_hap2	chr11	HSat3	0	0	0	0	0
HG00733_hap2	chr11	HSat23	0	0	0	0	0
HG00733_hap2	chr11	ambiguous	0	0	0	0	0
HG00733_hap2	chr11	background	1	134757726	134757726	0	134757711
HG00733_hap2	chr12	HSat2	0	0	0	0	0
HG00733_hap2	chr12	HSat3	0	0	0	0	0
HG00733_hap2	chr12	HSat23	0	0	0	0	0
HG00733_hap2	chr12	ambiguous	0	0	0	0	0
HG00733_hap2	chr12	background	1	133278116	133278116	0	133278101
HG00733_hap2	chr16	HSat2	19	10448073	10448073	0	10447788
HG00733_hap2	chr16	HSat3	5	16218	16218	0	16143
HG00733_hap2	chr16	HSat23	16	10464291	10464291	0	10464051
HG00733_hap2	chr16	ambiguous	0	0	0	0	0
HG00733_hap2	chr16	background	17	83815629	83582339	233290	83582087
HG00733_hap2	chr17	HSat2	2	84274	84274	0	84244
HG00733_hap2	chr17	HSat3	5	713437	713437	0	713362
HG00733_hap2	chr17	HSat23	7	797711	797711	0	797606
HG00733_hap2	chr17	ambiguous	0	0	0	0	0
HG00733_hap2	chr17	background	8	81580248	81436533	143715	81436381
HG00733_hap2	chr18	HSat2	0	0	0	0	0
HG00733_hap2	chr18	HSat3	0	0	0	0	0
HG00733_hap2	chr18	HSat23	0	0	0	0	0
HG00733_hap2	chr18	ambiguous	0	0	0	0	0
HG00733_hap2	chr18	background	1	80699188	80596291	102897	80596261
HG00733_hap2	chr19	HSat2	0	0	0	0	0
HG00733_hap2	chr19	HSat3	0	0	0	0	0
HG00733_hap2	chr19	HSat23	0	0	0	0	0
HG00733_hap2	chr19	ambiguous	0	0	0	0	0
HG00733_hap2	chr19	background	1	61681164	61681164	0	61681149
HG00733_hap2	chr2	HSat2	7	802538	802538	0	802433
HG00733_hap2	chr2	HSat3	4	59329	59329	0	59269
HG00733_hap2	chr2	HSat23	9	861867	861867	0	861732
HG00733_hap2	chr2	ambiguous	0	0	0	0	0
HG00733_hap2	chr2	background	10	241520371	241520371	0	241520238
HG00733_hap2	chr20	HSat2	0	0	0	0	0
HG00733_hap2	chr20	HSat3	3	1166573	1166573	0	1166528
HG00733_hap2	chr20	HSat23	3	1166573	1166573	0	1166528
HG00733_hap2	chr20	ambiguous	0	0	0	0	0
HG00733_hap2	chr20	background	4	65263942	65263942	0	65263882
HG00733_hap2	chr3	HSat2	0	0	0	0	0
HG00733_hap2	chr3	HSat3	1	152645	152645	0	152630
HG00733_hap2	chr3	HSat23	1	152645	152645	0	152630
HG00733_hap2	chr3	ambiguous	0	0	0	0	0
HG00733_hap2	chr3	background	2	203048874	203048874	0	203048844
HG00733_hap2	chr4	HSat2	0	0	0	0	0
