kmer_id	HSat3_group	chromosome	available_haps	HSat3_measurable_haps	median_HSat3_hits	mean_HSat3_hits	pooled_HSat3_density_per_M	presence_ge10_fraction
k16_4118ba0e	G5	chr16	33	33	0.0	0.0	0.0	0.0
k16_4118ba0e	G5	chr17	39	39	57.0	59.0	65.56548564449248	1.0
k16_4118ba0e	G5	chr18	39	0				
k16_4118ba0e	G5	chr19	46	0				
k16_4118ba0e	G5	chr20	47	47	398.0	447.59574468085106	384.63810585963984	1.0
k16_4118ba0e	G5	chrX	28	0				
k16_4118ba0e	G5	chrY	1	1	1.0	1.0	0.046076921088526714	0.0
k16_4118ba0e	G6	chr1	34	34	181.0	167.73529411764707	208.77840144055997	1.0
k16_4118ba0e	G6	chr2	39	38	10.0	12.447368421052632	217.55148335156227	0.7105263157894737
k16_4118ba0e	G6	chr3	34	34	0.0	0.0	0.0	0.0
k16_4118ba0e	G6	chr4	34	34	11.0	11.147058823529411	50.74406327931969	0.9411764705882353
k16_4118ba0e	G6	chr5	47	47	133.0	134.2127659574468	193.69580344285384	1.0
k16_4118ba0e	G6	chr6	40	0				
k16_4118ba0e	G6	chr7	47	47	125.0	117.23404255319149	299.32294887319574	1.0
k16_4118ba0e	G6	chr8	47	0				
k16_4118ba0e	G6	chr9	39	39	5446.0	5754.5641025641025	435.672393904358	1.0
k16_4118ba0e	G6	chr10	47	47	35.0	39.97872340425532	62.72223373669059	1.0
k16_4118ba0e	G6	chr11	47	0				
k16_4118ba0e	G6	chr12	47	0				
k16_4118ba0e	G6	chr16	41	41	0.0	0.0	0.0	0.0
k16_4118ba0e	G6	chr17	28	28	45.5	51.892857142857146	63.54755887497642	1.0
k16_4118ba0e	G6	chr18	25	0				
k16_4118ba0e	G6	chr19	46	0				
k16_4118ba0e	G6	chr20	47	47	189.0	178.48936170212767	305.1690670826288	0.9574468085106383
k16_4118ba0e	G6	chrX	30	0				
k16_4118ba0e	G7	chr1	84	81	178.0	145.22222222222223	196.76230907319132	1.0
k16_4118ba0e	G7	chr2	104	103	10.0	11.718446601941748	200.70157421867725	0.6990291262135923
k16_4118ba0e	G7	chr3	88	86	0.0	0.023255813953488372	0.12953567548515318	0.0
k16_4118ba0e	G7	chr4	91	91	11.0	10.626373626373626	48.43283467714833	0.9340659340659341
k16_4118ba0e	G7	chr5	126	126	129.0	134.07142857142858	195.70139958532573	1.0
k16_4118ba0e	G7	chr6	103	0				
k16_4118ba0e	G7	chr7	126	126	125.0	107.96031746031746	288.9330915666626	1.0
k16_4118ba0e	G7	chr8	121	0				
k16_4118ba0e	G7	chr9	101	101	6020.0	6263.158415841584	441.4615697824724	1.0
k16_4118ba0e	G7	chr10	126	126	35.0	39.30952380952381	61.45354876625704	0.9841269841269841
k16_4118ba0e	G7	chr11	125	0				
k16_4118ba0e	G7	chr12	126	0				
k16_4118ba0e	G7	chr16	109	109	0.0	0.0	0.0	0.0
k16_4118ba0e	G7	chr17	77	77	46.0	48.324675324675326	61.959445053844604	1.0
k16_4118ba0e	G7	chr18	76	0				
k16_4118ba0e	G7	chr19	121	0				
k16_4118ba0e	G7	chr20	126	126	401.0	399.0079365079365	360.30908764808277	1.0
k16_4118ba0e	G7	chrX	80	0				
k16_4118ba0e	NA	chr1	73	71	177.0	142.35211267605635	195.48770206923743	1.0
k16_4118ba0e	NA	chr2	92	92	10.0	12.445652173913043	215.31387497654114	0.7608695652173914
k16_4118ba0e	NA	chr3	80	80	0.0	0.0	0.0	0.0
k16_4118ba0e	NA	chr4	93	93	10.0	11.010752688172044	51.95322038682927	0.9139784946236559
k16_4118ba0e	NA	chr5	115	114	122.0	116.13157894736842	222.37199312173644	1.0
k16_4118ba0e	NA	chr6	101	0				
k16_4118ba0e	NA	chr7	60	60	125.5	108.03333333333333	292.11918588969695	0.9833333333333333
k16_4118ba0e	NA	chr8	127	0				
k16_4118ba0e	NA	chr9	98	97	6177.0	6461.701030927835	440.92392143326566	1.0
k16_4118ba0e	NA	chr10	119	118	36.0	39.79661016949152	61.707476626880634	0.9830508474576272
k16_4118ba0e	NA	chr11	130	0				
k16_4118ba0e	NA	chr12	126	0				
k16_4118ba0e	NA	chr16	103	102	0.0	0.0	0.0	0.0
k16_4118ba0e	NA	chr17	65	65	46.0	50.246153846153845	61.02268261318036	0.9846153846153847
k16_4118ba0e	NA	chr18	84	0				
k16_4118ba0e	NA	chr19	128	0				
k16_4118ba0e	NA	chr20	84	84	391.0	388.0	372.1907928663112	0.9880952380952381
k16_4118ba0e	NA	chrX	91	0				
k16_4118ba0e	NA	chrY	1	1	1.0	1.0	0.06330177634279684	0.0
