kmer_id	target_family	group	chromosome	available_haps	measurable_haps	median_target_hits	mean_target_hits	pooled_target_density_per_M	presence_ge10_fraction
k16_0e834158	HSat3	G3	chr4	58	58	101.0	105.48275862068965	490.0889169331328	1.0
k16_0e834158	HSat3	G3	chr5	70	70	814.0	847.1	2456.862276497088	1.0
k16_0e834158	HSat3	G3	chr6	57	0				
k16_0e834158	HSat3	G3	chr7	70	70	415.5	388.64285714285717	1007.2291693863644	1.0
k16_0e834158	HSat3	G3	chr8	66	0				
k16_0e834158	HSat3	G3	chr9	58	58	42666.0	41971.06896551724	2899.55034387376	1.0
k16_0e834158	HSat3	G3	chr10	70	70	357.0	386.85714285714283	617.0578299853464	1.0
k16_0e834158	HSat3	G3	chr11	69	0				
k16_0e834158	HSat3	G3	chr12	70	0				
k16_0e834158	HSat3	G3	chr13	0	0				
k16_0e834158	HSat3	G3	chr14	0	0				
k16_0e834158	HSat3	G3	chr15	0	0				
k16_0e834158	HSat3	G3	chr16	60	60	0.0	0.0	0.0	0.0
k16_0e834158	HSat3	G3	chr17	44	44	285.5	292.0681818181818	369.3118651760809	1.0
k16_0e834158	HSat3	G3	chr18	38	0				
k16_0e834158	HSat3	G3	chr19	66	0				
k16_0e834158	HSat3	G3	chr20	70	70	1226.5	1248.6857142857143	1130.6494491156072	1.0
k16_0e834158	HSat3	G3	chr21	0	0				
k16_0e834158	HSat3	G3	chr22	0	0				
k16_0e834158	HSat3	G3	chrX	52	0				
k16_0e834158	HSat3	G3	chrY	1	1	6.0	6.0	0.3463964235723921	0.0
k16_0e834158	HSat3	G4	chr1	23	22	569.5	579.8181818181819	655.8113336290551	1.0
k16_0e834158	HSat3	G4	chr2	31	31	67.0	79.09677419354838	1347.1002732657732	1.0
k16_0e834158	HSat3	G4	chr3	28	28	11.0	9.642857142857142	54.30388453787394	0.6071428571428571
k16_0e834158	HSat3	G4	chr4	28	28	109.0	109.85714285714286	505.10026470143913	0.9642857142857143
k16_0e834158	HSat3	G4	chr5	39	39	1571.0	1700.2051282051282	2693.272829333717	1.0
k16_0e834158	HSat3	G4	chr6	30	0				
k16_0e834158	HSat3	G4	chr7	39	39	450.0	450.2564102564103	1019.3379318863998	1.0
k16_0e834158	HSat3	G4	chr8	36	0				
k16_0e834158	HSat3	G4	chr9	27	27	41410.0	41279.48148148148	2907.4555140688444	1.0
k16_0e834158	HSat3	G4	chr10	39	39	368.0	412.1794871794872	652.6809555411598	1.0
k16_0e834158	HSat3	G4	chr11	39	0				
k16_0e834158	HSat3	G4	chr12	37	0				
k16_0e834158	HSat3	G4	chr13	0	0				
k16_0e834158	HSat3	G4	chr14	0	0				
k16_0e834158	HSat3	G4	chr15	0	0				
k16_0e834158	HSat3	G4	chr16	29	29	0.0	0.0	0.0	0.0
k16_0e834158	HSat3	G4	chr17	25	25	310.0	308.68	344.42714250129626	1.0
k16_0e834158	HSat3	G4	chr18	27	0				
k16_0e834158	HSat3	G4	chr19	35	0				
k16_0e834158	HSat3	G4	chr20	39	39	990.0	951.974358974359	1096.5996579206885	1.0
k16_0e834158	HSat3	G4	chr21	0	0				
k16_0e834158	HSat3	G4	chr22	0	0				
k16_0e834158	HSat3	G4	chrX	30	0				
k16_0e834158	HSat3	G4	chrY	1	1	6.0	6.0	0.6936797909341601	0.0
k16_0e834158	HSat3	G5	chr1	31	30	522.5	543.7	664.04071154582	1.0
k16_0e834158	HSat3	G5	chr2	39	39	71.0	78.12820512820512	1309.3037915667428	1.0
k16_0e834158	HSat3	G5	chr3	26	26	10.0	8.807692307692308	49.88090661270525	0.5384615384615384
k16_0e834158	HSat3	G5	chr4	40	40	121.5	120.125	561.6218376336657	1.0
k16_0e834158	HSat3	G5	chr5	47	47	1926.0	1838.7446808510638	2729.19898052555	1.0
k16_0e834158	HSat3	G5	chr6	37	0				
k16_0e834158	HSat3	G5	chr7	47	47	456.0	469.5744680851064	1029.249239395538	1.0
k16_0e834158	HSat3	G5	chr8	45	0				
k16_0e834158	HSat3	G5	chr9	40	40	43008.0	43655.575	2909.095359259699	1.0
k16_0e834158	HSat3	G5	chr10	47	47	371.0	395.2340425531915	630.8367297350577	1.0
k16_0e834158	HSat3	G5	chr11	46	0				
k16_0e834158	HSat3	G5	chr12	44	0				
k16_0e834158	HSat3	G5	chr13	0	0				
k16_0e834158	HSat3	G5	chr14	0	0				
k16_0e834158	HSat3	G5	chr15	0	0				
k16_0e834158	HSat3	G5	chr16	33	33	0.0	0.0	0.0	0.0
k16_0e834158	HSat3	G5	chr17	39	39	305.0	319.7435897435897	355.32447022460724	1.0
k16_0e834158	HSat3	G5	chr18	39	0				
k16_0e834158	HSat3	G5	chr19	46	0				
k16_0e834158	HSat3	G5	chr20	47	47	1207.0	1233.9148936170213	1060.355673870987	1.0
k16_0e834158	HSat3	G5	chr21	0	0				
k16_0e834158	HSat3	G5	chr22	0	0				
k16_0e834158	HSat3	G5	chrX	28	0				
k16_0e834158	HSat3	G5	chrY	1	1	6.0	6.0	0.2764615265311603	0.0
k16_0e834158	HSat3	G6	chr1	34	34	514.5	517.9117647058823	644.6394653632861	1.0
k16_0e834158	HSat3	G6	chr2	39	38	67.0	69.02631578947368	1206.4218622223	1.0
k16_0e834158	HSat3	G6	chr3	34	34	11.0	10.058823529411764	54.557027248204164	0.7058823529411765
k16_0e834158	HSat3	G6	chr4	34	34	106.0	108.94117647058823	495.9261487773091	1.0
k16_0e834158	HSat3	G6	chr5	47	47	1881.0	1905.340425531915	2749.786444849557	1.0
k16_0e834158	HSat3	G6	chr6	40	0				
k16_0e834158	HSat3	G6	chr7	47	47	423.0	393.1063829787234	1003.6825414484873	1.0
k16_0e834158	HSat3	G6	chr8	47	0				
k16_0e834158	HSat3	G6	chr9	39	39	36303.0	38160.743589743586	2889.112401320891	1.0
k16_0e834158	HSat3	G6	chr10	47	47	365.0	407.40425531914894	639.1726086163659	1.0
k16_0e834158	HSat3	G6	chr11	47	0				
k16_0e834158	HSat3	G6	chr12	47	0				
k16_0e834158	HSat3	G6	chr13	0	0				
k16_0e834158	HSat3	G6	chr14	0	0				
k16_0e834158	HSat3	G6	chr15	0	0				
k16_0e834158	HSat3	G6	chr16	41	41	0.0	0.0	0.0	0.0
k16_0e834158	HSat3	G6	chr17	28	28	276.0	298.17857142857144	365.146984891382	1.0
k16_0e834158	HSat3	G6	chr18	25	0				
k16_0e834158	HSat3	G6	chr19	46	0				
k16_0e834158	HSat3	G6	chr20	47	47	624.0	578.2340425531914	988.6255496608181	0.9574468085106383
k16_0e834158	HSat3	G6	chr21	0	0				
k16_0e834158	HSat3	G6	chr22	0	0				
k16_0e834158	HSat3	G6	chrX	30	0				
k16_0e834158	HSat3	G6	chrY	0	0				
k16_0e834158	HSat3	G7	chr1	84	81	527.0	516.1481481481482	699.3316856016307	1.0
k16_0e834158	HSat3	G7	chr2	104	103	66.0	69.19417475728156	1185.0870915132666	1.0
k16_0e834158	HSat3	G7	chr3	88	86	11.0	9.883720930232558	55.052662081190114	0.7209302325581395
k16_0e834158	HSat3	G7	chr4	91	91	85.0	102.37362637362638	466.59802259804945	1.0
k16_0e834158	HSat3	G7	chr5	126	126	1881.0	1884.6666666666667	2751.0104751511353	1.0
k16_0e834158	HSat3	G7	chr6	103	0				
k16_0e834158	HSat3	G7	chr7	126	126	406.5	375.87301587301585	1005.945101565621	1.0
k16_0e834158	HSat3	G7	chr8	121	0				
k16_0e834158	HSat3	G7	chr9	101	101	39242.0	41133.64356435643	2899.323576562203	1.0
k16_0e834158	HSat3	G7	chr10	126	126	359.0	393.74603174603175	615.5528894390358	0.9920634920634921
k16_0e834158	HSat3	G7	chr11	125	0				
k16_0e834158	HSat3	G7	chr12	126	0				
k16_0e834158	HSat3	G7	chr13	0	0				
k16_0e834158	HSat3	G7	chr14	0	0				
k16_0e834158	HSat3	G7	chr15	0	0				
k16_0e834158	HSat3	G7	chr16	109	109	0.0	0.0	0.0	0.0
k16_0e834158	HSat3	G7	chr17	77	77	280.0	289.5064935064935	371.19052650908463	1.0
k16_0e834158	HSat3	G7	chr18	76	0				
k16_0e834158	HSat3	G7	chr19	121	0				
k16_0e834158	HSat3	G7	chr20	126	126	1247.0	1256.626984126984	1134.7496646993372	1.0
k16_0e834158	HSat3	G7	chr21	0	0				
k16_0e834158	HSat3	G7	chr22	0	0				
k16_0e834158	HSat3	G7	chrX	80	0				
k16_0e834158	HSat3	G7	chrY	0	0				
k16_0e834158	HSat3	NA	chr1	73	71	509.0	509.3380281690141	699.4579766429042	1.0
k16_0e834158	HSat3	NA	chr2	92	92	65.5	69.70652173913044	1205.9457469210115	1.0
k16_0e834158	HSat3	NA	chr3	80	80	11.0	10.4375	56.26601981183834	0.75
k16_0e834158	HSat3	NA	chr4	93	93	110.0	109.68817204301075	517.5535167637162	1.0
k16_0e834158	HSat3	NA	chr5	115	114	1527.5	1399.1929824561403	2679.2138287530734	1.0
k16_0e834158	HSat3	NA	chr6	101	0				
k16_0e834158	HSat3	NA	chr7	60	60	421.5	365.98333333333335	989.6089483109928	1.0
k16_0e834158	HSat3	NA	chr8	127	0				
k16_0e834158	HSat3	NA	chr9	98	97	41468.0	42534.45360824742	2902.4026322488053	1.0
k16_0e834158	HSat3	NA	chr10	119	118	378.5	412.41525423728814	639.4792057170242	1.0
k16_0e834158	HSat3	NA	chr11	130	0				
k16_0e834158	HSat3	NA	chr12	126	0				
k16_0e834158	HSat3	NA	chr13	0	0				
k16_0e834158	HSat3	NA	chr14	0	0				
k16_0e834158	HSat3	NA	chr15	0	0				
k16_0e834158	HSat3	NA	chr16	103	102	0.0	0.0	0.0	0.0
k16_0e834158	HSat3	NA	chr17	65	65	286.0	292.1384615384615	354.794770404679	0.9846153846153847
k16_0e834158	HSat3	NA	chr18	84	0				
k16_0e834158	HSat3	NA	chr19	128	0				
k16_0e834158	HSat3	NA	chr20	84	84	1210.0	1132.0119047619048	1085.8876504315372	0.9880952380952381
k16_0e834158	HSat3	NA	chr21	0	0				
k16_0e834158	HSat3	NA	chr22	0	0				
k16_0e834158	HSat3	NA	chrX	91	0				
k16_0e834158	HSat3	NA	chrY	1	1	6.0	6.0	0.3798106580567811	0.0
k16_1483a0d8	HSat3	G1	chr1	40	39	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chr2	53	53	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chr3	35	35	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chr4	48	48	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chr5	59	59	0.0	0.01694915254237288	0.04478506371548622	0.0
k16_1483a0d8	HSat3	G1	chr6	40	0				
k16_1483a0d8	HSat3	G1	chr7	59	59	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chr8	53	0				
k16_1483a0d8	HSat3	G1	chr9	49	49	7.0	7.020408163265306	0.4915770993423787	0.32653061224489793
k16_1483a0d8	HSat3	G1	chr10	59	59	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chr11	57	0				
k16_1483a0d8	HSat3	G1	chr12	58	0				
k16_1483a0d8	HSat3	G1	chr13	0	0				
k16_1483a0d8	HSat3	G1	chr14	0	0				
k16_1483a0d8	HSat3	G1	chr15	0	0				
k16_1483a0d8	HSat3	G1	chr16	45	43	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chr17	42	42	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chr18	44	0				
k16_1483a0d8	HSat3	G1	chr19	55	0				
k16_1483a0d8	HSat3	G1	chr20	59	59	1.0	1.3389830508474576	1.035549876722375	0.0
k16_1483a0d8	HSat3	G1	chr21	0	0				
k16_1483a0d8	HSat3	G1	chr22	0	0				
k16_1483a0d8	HSat3	G1	chrX	44	1	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G1	chrY	0	0				
k16_1483a0d8	HSat3	G2	chr1	35	35	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G2	chr2	41	39	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G2	chr3	47	47	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G2	chr4	39	39	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G2	chr5	54	54	0.0	0.1111111111111111	0.33252885366718643	0.0
k16_1483a0d8	HSat3	G2	chr6	44	0				
k16_1483a0d8	HSat3	G2	chr7	54	54	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G2	chr8	53	0				
k16_1483a0d8	HSat3	G2	chr9	47	47	7.0	7.085106382978723	0.5108350515198703	0.23404255319148937
k16_1483a0d8	HSat3	G2	chr10	54	54	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G2	chr11	54	0				
k16_1483a0d8	HSat3	G2	chr12	53	0				
k16_1483a0d8	HSat3	G2	chr13	0	0				
k16_1483a0d8	HSat3	G2	chr14	0	0				
k16_1483a0d8	HSat3	G2	chr15	0	0				
k16_1483a0d8	HSat3	G2	chr16	49	47	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G2	chr17	37	37	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G2	chr18	35	0				
k16_1483a0d8	HSat3	G2	chr19	54	0				
k16_1483a0d8	HSat3	G2	chr20	54	54	1.0	7.685185185185185	11.87125099099916	0.1111111111111111
k16_1483a0d8	HSat3	G2	chr21	0	0				
k16_1483a0d8	HSat3	G2	chr22	0	0				
k16_1483a0d8	HSat3	G2	chrX	38	0				
k16_1483a0d8	HSat3	G2	chrY	0	0				
k16_1483a0d8	HSat3	G3	chr1	38	38	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G3	chr2	57	56	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G3	chr3	49	48	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G3	chr4	58	58	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G3	chr5	70	70	0.0	0.2	0.5800642843813216	0.0
k16_1483a0d8	HSat3	G3	chr6	57	0				
k16_1483a0d8	HSat3	G3	chr7	70	70	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G3	chr8	66	0				
k16_1483a0d8	HSat3	G3	chr9	58	58	6.5	6.810344827586207	0.47048927209717334	0.22413793103448276
k16_1483a0d8	HSat3	G3	chr10	70	70	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G3	chr11	69	0				
k16_1483a0d8	HSat3	G3	chr12	70	0				
k16_1483a0d8	HSat3	G3	chr13	0	0				
k16_1483a0d8	HSat3	G3	chr14	0	0				
k16_1483a0d8	HSat3	G3	chr15	0	0				
k16_1483a0d8	HSat3	G3	chr16	60	60	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G3	chr17	44	44	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G3	chr18	38	0				
k16_1483a0d8	HSat3	G3	chr19	66	0				
k16_1483a0d8	HSat3	G3	chr20	70	70	30.0	30.0	27.16414794003724	1.0
k16_1483a0d8	HSat3	G3	chr21	0	0				
k16_1483a0d8	HSat3	G3	chr22	0	0				
k16_1483a0d8	HSat3	G3	chrX	52	0				
k16_1483a0d8	HSat3	G3	chrY	1	1	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr1	23	22	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr2	31	31	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr3	28	28	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr4	28	28	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr5	39	39	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr6	30	0				
k16_1483a0d8	HSat3	G4	chr7	39	39	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr8	36	0				
k16_1483a0d8	HSat3	G4	chr9	27	27	7.0	6.666666666666667	0.4695562072201524	0.25925925925925924
k16_1483a0d8	HSat3	G4	chr10	39	39	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr11	39	0				
k16_1483a0d8	HSat3	G4	chr12	37	0				
k16_1483a0d8	HSat3	G4	chr13	0	0				
k16_1483a0d8	HSat3	G4	chr14	0	0				
k16_1483a0d8	HSat3	G4	chr15	0	0				
k16_1483a0d8	HSat3	G4	chr16	29	29	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr17	25	25	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G4	chr18	27	0				
k16_1483a0d8	HSat3	G4	chr19	35	0				
k16_1483a0d8	HSat3	G4	chr20	39	39	27.0	21.46153846153846	24.722005916977302	0.5384615384615384
k16_1483a0d8	HSat3	G4	chr21	0	0				
k16_1483a0d8	HSat3	G4	chr22	0	0				
k16_1483a0d8	HSat3	G4	chrX	30	0				
k16_1483a0d8	HSat3	G4	chrY	1	1	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr1	31	30	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr2	39	39	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr3	26	26	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr4	40	40	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr5	47	47	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr6	37	0				
k16_1483a0d8	HSat3	G5	chr7	47	47	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr8	45	0				
k16_1483a0d8	HSat3	G5	chr9	40	40	6.0	6.725	0.44813672230915463	0.25
k16_1483a0d8	HSat3	G5	chr10	47	47	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr11	46	0				
k16_1483a0d8	HSat3	G5	chr12	44	0				
k16_1483a0d8	HSat3	G5	chr13	0	0				
k16_1483a0d8	HSat3	G5	chr14	0	0				
k16_1483a0d8	HSat3	G5	chr15	0	0				
k16_1483a0d8	HSat3	G5	chr16	33	33	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr17	39	39	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G5	chr18	39	0				
k16_1483a0d8	HSat3	G5	chr19	46	0				
k16_1483a0d8	HSat3	G5	chr20	47	47	2.0	2.1914893617021276	1.8832402387955935	0.02127659574468085
k16_1483a0d8	HSat3	G5	chr21	0	0				
k16_1483a0d8	HSat3	G5	chr22	0	0				
k16_1483a0d8	HSat3	G5	chrX	28	0				
k16_1483a0d8	HSat3	G5	chrY	1	1	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr1	34	34	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr2	39	38	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr3	34	34	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr4	34	34	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr5	47	47	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr6	40	0				
k16_1483a0d8	HSat3	G6	chr7	47	47	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr8	47	0				
k16_1483a0d8	HSat3	G6	chr9	39	39	7.0	6.666666666666667	0.5047267828218095	0.2564102564102564
k16_1483a0d8	HSat3	G6	chr10	47	47	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr11	47	0				
k16_1483a0d8	HSat3	G6	chr12	47	0				
k16_1483a0d8	HSat3	G6	chr13	0	0				
k16_1483a0d8	HSat3	G6	chr14	0	0				
k16_1483a0d8	HSat3	G6	chr15	0	0				
k16_1483a0d8	HSat3	G6	chr16	41	41	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr17	28	28	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G6	chr18	25	0				
k16_1483a0d8	HSat3	G6	chr19	46	0				
k16_1483a0d8	HSat3	G6	chr20	47	47	1.0	1.2340425531914894	2.109882690522407	0.0
k16_1483a0d8	HSat3	G6	chr21	0	0				
k16_1483a0d8	HSat3	G6	chr22	0	0				
k16_1483a0d8	HSat3	G6	chrX	30	0				
k16_1483a0d8	HSat3	G6	chrY	0	0				
k16_1483a0d8	HSat3	G7	chr1	84	81	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G7	chr2	104	103	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G7	chr3	88	86	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G7	chr4	91	91	0.0	0.01098901098901099	0.050085661506875205	0.0
k16_1483a0d8	HSat3	G7	chr5	126	126	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G7	chr6	103	0				
k16_1483a0d8	HSat3	G7	chr7	126	126	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G7	chr8	121	0				
k16_1483a0d8	HSat3	G7	chr9	101	101	7.0	7.306930693069307	0.5150323335100668	0.25742574257425743
k16_1483a0d8	HSat3	G7	chr10	126	126	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G7	chr11	125	0				
k16_1483a0d8	HSat3	G7	chr12	126	0				
k16_1483a0d8	HSat3	G7	chr13	0	0				
k16_1483a0d8	HSat3	G7	chr14	0	0				
k16_1483a0d8	HSat3	G7	chr15	0	0				
k16_1483a0d8	HSat3	G7	chr16	109	109	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G7	chr17	77	77	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	G7	chr18	76	0				
k16_1483a0d8	HSat3	G7	chr19	121	0				
k16_1483a0d8	HSat3	G7	chr20	126	126	29.0	30.11111111111111	27.190704694914487	1.0
k16_1483a0d8	HSat3	G7	chr21	0	0				
k16_1483a0d8	HSat3	G7	chr22	0	0				
k16_1483a0d8	HSat3	G7	chrX	80	0				
k16_1483a0d8	HSat3	G7	chrY	0	0				
k16_1483a0d8	HSat3	NA	chr1	73	71	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	NA	chr2	92	92	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	NA	chr3	80	80	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	NA	chr4	93	93	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	NA	chr5	115	114	0.0	0.043859649122807015	0.08398368197059311	0.0
k16_1483a0d8	HSat3	NA	chr6	101	0				
k16_1483a0d8	HSat3	NA	chr7	60	60	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	NA	chr8	127	0				
k16_1483a0d8	HSat3	NA	chr9	98	97	8.0	7.711340206185567	0.52619493643288	0.24742268041237114
k16_1483a0d8	HSat3	NA	chr10	119	118	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	NA	chr11	130	0				
k16_1483a0d8	HSat3	NA	chr12	126	0				
k16_1483a0d8	HSat3	NA	chr13	0	0				
k16_1483a0d8	HSat3	NA	chr14	0	0				
k16_1483a0d8	HSat3	NA	chr15	0	0				
k16_1483a0d8	HSat3	NA	chr16	103	102	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	NA	chr17	65	65	0.0	0.0	0.0	0.0
k16_1483a0d8	HSat3	NA	chr18	84	0				
k16_1483a0d8	HSat3	NA	chr19	128	0				
k16_1483a0d8	HSat3	NA	chr20	84	84	25.5	18.0	17.26658317421031	0.5595238095238095
k16_1483a0d8	HSat3	NA	chr21	0	0				
k16_1483a0d8	HSat3	NA	chr22	0	0				
k16_1483a0d8	HSat3	NA	chrX	91	0				
k16_1483a0d8	HSat3	NA	chrY	1	1	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chr1	40	39	1.0	0.7435897435897436	0.9358926447228886	0.0
k16_158ba0ed	HSat3	G1	chr2	53	53	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chr3	35	35	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chr4	48	48	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chr5	59	59	24.0	23.779661016949152	62.83344439282717	0.7796610169491526
k16_158ba0ed	HSat3	G1	chr6	40	0				
k16_158ba0ed	HSat3	G1	chr7	59	59	0.0	0.01694915254237288	0.038050036101874254	0.0
k16_158ba0ed	HSat3	G1	chr8	53	0				
k16_158ba0ed	HSat3	G1	chr9	49	49	9.0	9.571428571428571	0.6702024988127199	0.4489795918367347
k16_158ba0ed	HSat3	G1	chr10	59	59	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chr11	57	0				
k16_158ba0ed	HSat3	G1	chr12	58	0				
k16_158ba0ed	HSat3	G1	chr13	0	0				
k16_158ba0ed	HSat3	G1	chr14	0	0				
k16_158ba0ed	HSat3	G1	chr15	0	0				
k16_158ba0ed	HSat3	G1	chr16	45	43	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chr17	42	42	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chr18	44	0				
k16_158ba0ed	HSat3	G1	chr19	55	0				
k16_158ba0ed	HSat3	G1	chr20	59	59	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chr21	0	0				
k16_158ba0ed	HSat3	G1	chr22	0	0				
k16_158ba0ed	HSat3	G1	chrX	44	1	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G1	chrY	0	0				
k16_158ba0ed	HSat3	G2	chr1	35	35	1.0	0.5142857142857142	0.7331025065059793	0.0
k16_158ba0ed	HSat3	G2	chr2	41	39	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G2	chr3	47	47	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G2	chr4	39	39	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G2	chr5	54	54	24.0	22.62962962962963	67.72504319688363	0.9074074074074074
k16_158ba0ed	HSat3	G2	chr6	44	0				
k16_158ba0ed	HSat3	G2	chr7	54	54	0.0	0.018518518518518517	0.046168782820522045	0.0
k16_158ba0ed	HSat3	G2	chr8	53	0				
k16_158ba0ed	HSat3	G2	chr9	47	47	8.0	10.297872340425531	0.7424749697766282	0.46808510638297873
k16_158ba0ed	HSat3	G2	chr10	54	54	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G2	chr11	54	0				
k16_158ba0ed	HSat3	G2	chr12	53	0				
k16_158ba0ed	HSat3	G2	chr13	0	0				
k16_158ba0ed	HSat3	G2	chr14	0	0				
k16_158ba0ed	HSat3	G2	chr15	0	0				
k16_158ba0ed	HSat3	G2	chr16	49	47	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G2	chr17	37	37	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G2	chr18	35	0				
k16_158ba0ed	HSat3	G2	chr19	54	0				
k16_158ba0ed	HSat3	G2	chr20	54	54	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G2	chr21	0	0				
k16_158ba0ed	HSat3	G2	chr22	0	0				
k16_158ba0ed	HSat3	G2	chrX	38	0				
k16_158ba0ed	HSat3	G2	chrY	0	0				
k16_158ba0ed	HSat3	G3	chr1	38	38	1.0	0.6578947368421053	0.8080452083840314	0.0
k16_158ba0ed	HSat3	G3	chr2	57	56	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G3	chr3	49	48	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G3	chr4	58	58	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G3	chr5	70	70	26.0	23.557142857142857	68.32328606748567	0.9428571428571428
k16_158ba0ed	HSat3	G3	chr6	57	0				
k16_158ba0ed	HSat3	G3	chr7	70	70	0.0	0.0	0.0	0.0
k16_158ba0ed	HSat3	G3	chr8	66	0				
