kmer_id	chromosome	bin_100kb	bin_start_0based	outside_broad_CenSat	exact_hits
k16_360e8045	chr16	394	39400000	0	1
k16_360e8045	chr17	223	22300000	0	1
k16_360e8045	chr22	168	16800000	0	1
k16_360e8045	chr22	170	17000000	0	2
k16_360e8560	chr1	1268	126800000	0	1
k16_360e8560	chr1	1269	126900000	0	1
k16_360e8560	chr1	1271	127100000	0	4
k16_360e8560	chr1	1272	127200000	0	11
k16_360e8560	chr1	1273	127300000	0	3
k16_360e8560	chr1	1274	127400000	0	50
k16_360e8560	chr1	1287	128700000	0	1
k16_360e8560	chr1	1288	128800000	0	2
k16_360e8560	chr1	1290	129000000	0	2
k16_360e8560	chr1	1291	129100000	0	8
k16_360e8560	chr1	1292	129200000	0	16
k16_360e8560	chr1	1293	129300000	0	9
k16_360e8560	chr1	1294	129400000	0	2
k16_360e8560	chr1	1295	129500000	0	4
k16_360e8560	chr1	1296	129600000	0	44
k16_360e8560	chr1	1297	129700000	0	87
k16_360e8560	chr1	1298	129800000	0	108
k16_360e8560	chr1	1299	129900000	0	90
k16_360e8560	chr1	1300	130000000	0	97
k16_360e8560	chr1	1301	130100000	0	104
k16_360e8560	chr1	1302	130200000	0	98
k16_360e8560	chr1	1303	130300000	0	94
k16_360e8560	chr1	1304	130400000	0	92
k16_360e8560	chr1	1305	130500000	0	86
k16_360e8560	chr1	1306	130600000	0	91
k16_360e8560	chr1	1307	130700000	0	100
k16_360e8560	chr1	1308	130800000	0	105
k16_360e8560	chr1	1309	130900000	0	97
k16_360e8560	chr1	1310	131000000	0	108
k16_360e8560	chr1	1311	131100000	0	106
k16_360e8560	chr1	1312	131200000	0	108
k16_360e8560	chr1	1313	131300000	0	108
k16_360e8560	chr1	1314	131400000	0	113
k16_360e8560	chr1	1315	131500000	0	102
k16_360e8560	chr1	1316	131600000	0	109
k16_360e8560	chr1	1317	131700000	0	107
k16_360e8560	chr1	1318	131800000	0	107
k16_360e8560	chr1	1319	131900000	0	107
k16_360e8560	chr1	1320	132000000	0	95
k16_360e8560	chr1	1321	132100000	0	87
k16_360e8560	chr1	1322	132200000	0	85
k16_360e8560	chr1	1323	132300000	0	112
k16_360e8560	chr1	1324	132400000	0	104
k16_360e8560	chr1	1325	132500000	0	100
k16_360e8560	chr1	1326	132600000	0	109
k16_360e8560	chr1	1327	132700000	0	107
k16_360e8560	chr1	1328	132800000	0	107
k16_360e8560	chr1	1329	132900000	0	101
k16_360e8560	chr1	1330	133000000	0	96
k16_360e8560	chr1	1331	133100000	0	90
k16_360e8560	chr1	1332	133200000	0	89
k16_360e8560	chr1	1333	133300000	0	109
k16_360e8560	chr1	1334	133400000	0	99
k16_360e8560	chr1	1335	133500000	0	91
k16_360e8560	chr1	1336	133600000	0	88
k16_360e8560	chr1	1337	133700000	0	109
k16_360e8560	chr1	1338	133800000	0	105
k16_360e8560	chr1	1339	133900000	0	101
k16_360e8560	chr1	1340	134000000	0	103
k16_360e8560	chr1	1341	134100000	0	95
k16_360e8560	chr1	1342	134200000	0	92
k16_360e8560	chr1	1343	134300000	0	101
k16_360e8560	chr1	1344	134400000	0	99
k16_360e8560	chr1	1345	134500000	0	100
k16_360e8560	chr1	1346	134600000	0	86
k16_360e8560	chr1	1347	134700000	0	95
k16_360e8560	chr1	1348	134800000	0	92
k16_360e8560	chr1	1349	134900000	0	110
k16_360e8560	chr1	1350	135000000	0	103
k16_360e8560	chr1	1351	135100000	0	112
k16_360e8560	chr1	1352	135200000	0	105
k16_360e8560	chr1	1353	135300000	0	111
k16_360e8560	chr1	1354	135400000	0	98
k16_360e8560	chr1	1355	135500000	0	104
k16_360e8560	chr1	1356	135600000	0	86
k16_360e8560	chr1	1357	135700000	0	102
k16_360e8560	chr1	1358	135800000	0	94
k16_360e8560	chr1	1359	135900000	0	99
k16_360e8560	chr1	1360	136000000	0	111
k16_360e8560	chr1	1361	136100000	0	105
k16_360e8560	chr1	1362	136200000	0	99
k16_360e8560	chr1	1363	136300000	0	103
k16_360e8560	chr1	1364	136400000	0	102
k16_360e8560	chr1	1365	136500000	0	89
k16_360e8560	chr1	1366	136600000	0	97
k16_360e8560	chr1	1367	136700000	0	110
k16_360e8560	chr1	1368	136800000	0	102
k16_360e8560	chr1	1369	136900000	0	106
k16_360e8560	chr1	1370	137000000	0	94
k16_360e8560	chr1	1371	137100000	0	94
k16_360e8560	chr1	1372	137200000	0	101
k16_360e8560	chr1	1373	137300000	0	104
k16_360e8560	chr1	1374	137400000	0	106
k16_360e8560	chr1	1375	137500000	0	108
k16_360e8560	chr1	1376	137600000	0	106
k16_360e8560	chr1	1377	137700000	0	103
k16_360e8560	chr1	1378	137800000	0	104
k16_360e8560	chr1	1379	137900000	0	107
k16_360e8560	chr1	1380	138000000	0	104
k16_360e8560	chr1	1381	138100000	0	108
k16_360e8560	chr1	1382	138200000	0	106
k16_360e8560	chr1	1383	138300000	0	108
k16_360e8560	chr1	1384	138400000	0	105
k16_360e8560	chr1	1385	138500000	0	100
k16_360e8560	chr1	1386	138600000	0	105
k16_360e8560	chr1	1387	138700000	0	105
k16_360e8560	chr1	1388	138800000	0	113
k16_360e8560	chr1	1389	138900000	0	110
k16_360e8560	chr1	1390	139000000	0	106
k16_360e8560	chr1	1391	139100000	0	102
k16_360e8560	chr1	1392	139200000	0	119
k16_360e8560	chr1	1393	139300000	0	109
k16_360e8560	chr1	1394	139400000	0	109
k16_360e8560	chr1	1395	139500000	0	94
k16_360e8560	chr1	1396	139600000	0	76
k16_360e8560	chr1	1397	139700000	0	89
k16_360e8560	chr1	1398	139800000	0	93
k16_360e8560	chr1	1399	139900000	0	99
k16_360e8560	chr1	1400	140000000	0	79
k16_360e8560	chr1	1401	140100000	0	70
k16_360e8560	chr1	1402	140200000	0	84
k16_360e8560	chr1	1403	140300000	0	106
k16_360e8560	chr1	1404	140400000	0	109
k16_360e8560	chr1	1405	140500000	0	88
k16_360e8560	chr1	1406	140600000	0	81
k16_360e8560	chr1	1407	140700000	0	95
k16_360e8560	chr1	1408	140800000	0	94
k16_360e8560	chr1	1409	140900000	0	75
k16_360e8560	chr1	1410	141000000	0	83
k16_360e8560	chr1	1411	141100000	0	107
k16_360e8560	chr1	1412	141200000	0	113
k16_360e8560	chr1	1413	141300000	0	88
k16_360e8560	chr1	1414	141400000	0	101
k16_360e8560	chr1	1415	141500000	0	83
k16_360e8560	chr1	1416	141600000	0	75
k16_360e8560	chr1	1417	141700000	0	85
k16_360e8560	chr1	1418	141800000	0	112
k16_360e8560	chr1	1419	141900000	0	110
k16_360e8560	chr1	1420	142000000	0	86
k16_360e8560	chr1	1421	142100000	0	60
k16_360e8560	chr1	1422	142200000	0	1
k16_360e8560	chr2	893	89300000	0	1
k16_360e8560	chr2	898	89800000	0	2
k16_360e8560	chr2	903	90300000	0	1
k16_360e8560	chr2	909	90900000	0	1
k16_360e8560	chr2	913	91300000	0	2
k16_360e8560	chr2	915	91500000	0	1
k16_360e8560	chr2	922	92200000	0	1
k16_360e8560	chr2	948	94800000	0	4
k16_360e8560	chr7	586	58600000	0	1
k16_360e8560	chr7	590	59000000	0	1
k16_360e8560	chr7	592	59200000	0	2
k16_360e8560	chr7	593	59300000	0	1
k16_360e8560	chr7	598	59800000	0	2
k16_360e8560	chr7	599	59900000	0	2
k16_360e8560	chr7	600	60000000	0	1
k16_360e8560	chr9	449	44900000	0	2
k16_360e8560	chr10	426	42600000	0	2
k16_360e8560	chr10	427	42700000	0	2
k16_360e8560	chr10	428	42800000	0	6
k16_360e8560	chr10	429	42900000	0	6
k16_360e8560	chr16	356	35600000	0	2
k16_360e8560	chr16	378	37800000	0	1
k16_360e8560	chr16	379	37900000	0	1
k16_360e8560	chr16	392	39200000	0	1
k16_360e8560	chr16	394	39400000	0	1
k16_360e8560	chr16	395	39500000	0	1
k16_360e8560	chr16	402	40200000	0	1
k16_360e8560	chr16	403	40300000	0	1
k16_360e8560	chr16	405	40500000	0	1
k16_360e8560	chr16	409	40900000	0	1
k16_360e8560	chr16	486	48600000	0	1
k16_360e8560	chr16	497	49700000	0	1
k16_360e8560	chr16	503	50300000	0	1
k16_360e8560	chr16	521	52100000	0	1
k16_360e8560	chr17	223	22300000	0	5
k16_360e8560	chr22	168	16800000	0	2
k16_360e8560	chr22	169	16900000	0	1
k16_360e8560	chr22	170	17000000	0	1
k16_390e83a8	chr1	1276	127600000	0	1
k16_390e83a8	chr3	954	95400000	0	2
k16_390e83a8	chr3	955	95500000	0	1
k16_390e83a8	chr4	495	49500000	0	1
k16_390e83a8	chr4	496	49600000	0	2
k16_390e83a8	chr7	587	58700000	0	1
k16_390e83a8	chr7	590	59000000	0	1
k16_390e83a8	chr9	492	49200000	0	24
k16_390e83a8	chr9	493	49300000	0	4
k16_390e83a8	chr9	509	50900000	0	1
k16_390e83a8	chr9	513	51300000	0	12
k16_390e83a8	chr9	514	51400000	0	1
k16_390e83a8	chr9	522	52200000	0	2
k16_390e83a8	chr9	523	52300000	0	10
k16_390e83a8	chr9	524	52400000	0	9
k16_390e83a8	chr9	527	52700000	0	1
k16_390e83a8	chr9	529	52900000	0	11
k16_390e83a8	chr9	530	53000000	0	1
k16_390e83a8	chr9	532	53200000	0	6
k16_390e83a8	chr9	533	53300000	0	7
k16_390e83a8	chr9	534	53400000	0	13
k16_390e83a8	chr9	536	53600000	0	7
k16_390e83a8	chr9	537	53700000	0	1
k16_390e83a8	chr9	538	53800000	0	1
k16_390e83a8	chr9	539	53900000	0	5
k16_390e83a8	chr9	540	54000000	0	3
k16_390e83a8	chr9	541	54100000	0	5
k16_390e83a8	chr9	542	54200000	0	1
k16_390e83a8	chr9	544	54400000	0	18
k16_390e83a8	chr9	546	54600000	0	2
k16_390e83a8	chr9	547	54700000	0	7
k16_390e83a8	chr9	549	54900000	0	6
k16_390e83a8	chr9	551	55100000	0	7
k16_390e83a8	chr9	553	55300000	0	6
k16_390e83a8	chr9	555	55500000	0	1
k16_390e83a8	chr9	557	55700000	0	2
k16_390e83a8	chr9	558	55800000	0	6
k16_390e83a8	chr9	559	55900000	0	1
k16_390e83a8	chr9	565	56500000	0	3
k16_390e83a8	chr9	570	57000000	0	2
k16_390e83a8	chr9	571	57100000	0	6
k16_390e83a8	chr9	572	57200000	0	1
k16_390e83a8	chr9	574	57400000	0	5
k16_390e83a8	chr9	576	57600000	0	1
k16_390e83a8	chr9	577	57700000	0	3
k16_390e83a8	chr9	582	58200000	0	4
k16_390e83a8	chr9	583	58300000	0	9
k16_390e83a8	chr9	585	58500000	0	2
k16_390e83a8	chr9	586	58600000	0	1
k16_390e83a8	chr9	587	58700000	0	3
k16_390e83a8	chr9	588	58800000	0	1
k16_390e83a8	chr9	589	58900000	0	7
k16_390e83a8	chr9	590	59000000	0	3
k16_390e83a8	chr9	591	59100000	0	2
k16_390e83a8	chr9	592	59200000	0	3
k16_390e83a8	chr9	593	59300000	0	6
k16_390e83a8	chr9	597	59700000	0	1
k16_390e83a8	chr9	598	59800000	0	6
k16_390e83a8	chr9	599	59900000	0	3
k16_390e83a8	chr9	600	60000000	0	4
k16_390e83a8	chr9	601	60100000	0	5
k16_390e83a8	chr9	602	60200000	0	6
k16_390e83a8	chr9	603	60300000	0	2
k16_390e83a8	chr9	604	60400000	0	2
k16_390e83a8	chr9	605	60500000	0	6
k16_390e83a8	chr9	606	60600000	0	2
k16_390e83a8	chr9	607	60700000	0	1
k16_390e83a8	chr9	609	60900000	0	2
k16_390e83a8	chr9	610	61000000	0	12
k16_390e83a8	chr9	612	61200000	0	7
k16_390e83a8	chr9	614	61400000	0	1
k16_390e83a8	chr9	616	61600000	0	6
k16_390e83a8	chr9	617	61700000	0	4
k16_390e83a8	chr9	619	61900000	0	5
k16_390e83a8	chr9	620	62000000	0	7
k16_390e83a8	chr9	622	62200000	0	11
k16_390e83a8	chr9	624	62400000	0	7
k16_390e83a8	chr9	625	62500000	0	2
k16_390e83a8	chr9	627	62700000	0	5
k16_390e83a8	chr9	628	62800000	0	4
k16_390e83a8	chr9	629	62900000	0	1
k16_390e83a8	chr9	630	63000000	0	1
k16_390e83a8	chr9	632	63200000	0	18
k16_390e83a8	chr9	634	63400000	0	3
k16_390e83a8	chr9	635	63500000	0	1
k16_390e83a8	chr9	636	63600000	0	2
k16_390e83a8	chr9	637	63700000	0	1
k16_390e83a8	chr9	640	64000000	0	14
k16_390e83a8	chr9	642	64200000	0	3
k16_390e83a8	chr9	643	64300000	0	19
k16_390e83a8	chr9	644	64400000	0	7
k16_390e83a8	chr9	645	64500000	0	12
k16_390e83a8	chr9	646	64600000	0	5
k16_390e83a8	chr9	647	64700000	0	6
k16_390e83a8	chr9	648	64800000	0	11
k16_390e83a8	chr9	649	64900000	0	9
k16_390e83a8	chr9	650	65000000	0	8
k16_390e83a8	chr9	651	65100000	0	1
k16_390e83a8	chr9	652	65200000	0	6
k16_390e83a8	chr9	653	65300000	0	3
k16_390e83a8	chr9	655	65500000	0	6
k16_390e83a8	chr9	656	65600000	0	1
k16_390e83a8	chr9	657	65700000	0	6
k16_390e83a8	chr9	658	65800000	0	6
k16_390e83a8	chr9	661	66100000	0	2
k16_390e83a8	chr9	662	66200000	0	1
k16_390e83a8	chr9	663	66300000	0	1
k16_390e83a8	chr9	664	66400000	0	5
k16_390e83a8	chr9	665	66500000	0	2
k16_390e83a8	chr9	671	67100000	0	2
k16_390e83a8	chr9	676	67600000	0	2
k16_390e83a8	chr9	677	67700000	0	6
k16_390e83a8	chr9	678	67800000	0	1
k16_390e83a8	chr9	680	68000000	0	5
k16_390e83a8	chr9	682	68200000	0	1
k16_390e83a8	chr9	683	68300000	0	3
k16_390e83a8	chr9	688	68800000	0	5
k16_390e83a8	chr9	689	68900000	0	9
k16_390e83a8	chr9	691	69100000	0	2
k16_390e83a8	chr9	692	69200000	0	1
k16_390e83a8	chr9	693	69300000	0	3
k16_390e83a8	chr9	694	69400000	0	1
k16_390e83a8	chr9	695	69500000	0	3
k16_390e83a8	chr9	696	69600000	0	7
k16_390e83a8	chr9	697	69700000	0	1
k16_390e83a8	chr9	698	69800000	0	4
k16_390e83a8	chr9	699	69900000	0	6
k16_390e83a8	chr9	700	70000000	0	1
k16_390e83a8	chr9	703	70300000	0	1
k16_390e83a8	chr9	704	70400000	0	1
k16_390e83a8	chr9	705	70500000	0	8
k16_390e83a8	chr9	706	70600000	0	4
k16_390e83a8	chr9	707	70700000	0	3
k16_390e83a8	chr9	708	70800000	0	7
k16_390e83a8	chr9	709	70900000	0	4
k16_390e83a8	chr9	710	71000000	0	3
k16_390e83a8	chr9	711	71100000	0	5
k16_390e83a8	chr9	712	71200000	0	1
k16_390e83a8	chr9	713	71300000	0	5
k16_390e83a8	chr9	714	71400000	0	2
k16_390e83a8	chr9	715	71500000	0	12
k16_390e83a8	chr9	717	71700000	0	10
k16_390e83a8	chr9	719	71900000	0	3
k16_390e83a8	chr9	721	72100000	0	1
k16_390e83a8	chr9	722	72200000	0	3
k16_390e83a8	chr9	723	72300000	0	3
k16_390e83a8	chr9	724	72400000	0	4
k16_390e83a8	chr9	725	72500000	0	8
k16_390e83a8	chr9	727	72700000	0	5
k16_390e83a8	chr9	728	72800000	0	3
k16_390e83a8	chr9	729	72900000	0	4
k16_390e83a8	chr9	731	73100000	0	1
k16_390e83a8	chr9	732	73200000	0	1
k16_390e83a8	chr9	733	73300000	0	1
k16_390e83a8	chr9	735	73500000	0	1
k16_390e83a8	chr9	739	73900000	0	6
k16_390e83a8	chr9	740	74000000	0	8
k16_390e83a8	chr9	741	74100000	0	5
k16_390e83a8	chr9	742	74200000	0	7
k16_390e83a8	chr9	743	74300000	0	8
k16_390e83a8	chr9	744	74400000	0	3
k16_390e83a8	chr9	746	74600000	0	4
k16_390e83a8	chr9	750	75000000	0	4
k16_390e83a8	chr9	752	75200000	0	6
k16_390e83a8	chr9	754	75400000	0	4
k16_390e83a8	chr9	755	75500000	0	6
k16_390e83a8	chr9	756	75600000	0	2
k16_390e83a8	chr9	757	75700000	0	2
k16_390e83a8	chr9	758	75800000	0	3
k16_390e83a8	chr9	759	75900000	0	4
k16_390e83a8	chr9	761	76100000	0	1
k16_390e83a8	chr9	762	76200000	0	1
k16_390e83a8	chr9	763	76300000	0	2
k16_390e83a8	chr9	766	76600000	0	2
k16_390e83a8	chr10	185	18500000	1	1
k16_390e83a8	chr10	421	42100000	0	1
k16_390e83a8	chr12	1156	115600000	1	1
k16_390e83a8	chr13	50	5000000	0	2
k16_390e83a8	chr13	51	5100000	0	1
k16_390e83a8	chr13	98	9800000	0	1
k16_390e83a8	chr13	107	10700000	0	1
k16_390e83a8	chr13	111	11100000	0	1
k16_390e83a8	chr13	119	11900000	0	1
k16_390e83a8	chr13	131	13100000	0	1
k16_390e83a8	chr13	133	13300000	0	2
k16_390e83a8	chr14	7	700000	0	2
k16_390e83a8	chr14	11	1100000	0	1
k16_390e83a8	chr14	12	1200000	0	1
k16_390e83a8	chr14	13	1300000	0	2
k16_390e83a8	chr14	33	3300000	0	1
k16_390e83a8	chr14	38	3800000	0	8
k16_390e83a8	chr14	46	4600000	0	1
k16_390e83a8	chr14	47	4700000	0	4
k16_390e83a8	chr14	58	5800000	0	1
k16_390e83a8	chr14	60	6000000	0	2
k16_390e83a8	chr14	73	7300000	0	1
k16_390e83a8	chr14	82	8200000	0	1
k16_390e83a8	chr14	97	9700000	0	1
k16_390e83a8	chr15	3	300000	0	2
k16_390e83a8	chr15	15	1500000	0	2
k16_390e83a8	chr15	16	1600000	0	1
k16_390e83a8	chr15	52	5200000	0	1
k16_390e83a8	chr15	139	13900000	0	1
k16_390e83a8	chr15	152	15200000	0	2
k16_390e83a8	chr15	153	15300000	0	2
k16_390e83a8	chr15	157	15700000	0	2
k16_390e83a8	chr17	218	21800000	0	2
k16_390e83a8	chr17	222	22200000	0	1
k16_390e83a8	chr17	224	22400000	0	1
k16_390e83a8	chr17	277	27700000	0	3
k16_390e83a8	chr17	278	27800000	0	1
k16_390e83a8	chr20	320	32000000	0	5
k16_390e83a8	chr20	324	32400000	0	1
k16_390e83a8	chr20	325	32500000	0	2
k16_390e83a8	chr20	326	32600000	0	10
k16_390e83a8	chr20	327	32700000	0	21
k16_390e83a8	chr20	329	32900000	0	2
k16_390e83a8	chr21	4	400000	0	2
k16_390e83a8	chr21	20	2000000	0	2
k16_390e83a8	chr21	21	2100000	0	1
k16_390e83a8	chr21	64	6400000	0	4
k16_390e83a8	chr21	71	7100000	0	1
k16_390e83a8	chr21	72	7200000	0	1
k16_390e83a8	chr21	77	7700000	0	1
k16_390e83a8	chr21	81	8100000	0	1
k16_390e83a8	chr21	90	9000000	0	1
k16_390e83a8	chr21	102	10200000	0	3
k16_390e83a8	chr21	104	10400000	0	2
k16_390e83a8	chr21	445	44500000	1	1
k16_390e83a8	chr22	4	400000	0	2
k16_390e83a8	chr22	35	3500000	0	2
k16_390e83a8	chr22	36	3600000	0	1
k16_390e83a8	chr22	80	8000000	0	1
k16_390e83a8	chr22	82	8200000	0	1
k16_390e83a8	chr22	84	8400000	0	2
k16_390e83a8	chr22	89	8900000	0	1
k16_390e83a8	chr22	102	10200000	0	1
k16_390e83a8	chr22	109	10900000	0	1
k16_390e83a8	chr22	124	12400000	0	1
k16_390e83a8	chrY	109	10900000	0	1
k16_390e83a8	chrY	112	11200000	0	1
k16_390e83a8	chrY	117	11700000	0	1
k16_390e83a8	chrY	122	12200000	0	1
k16_390e83a8	chrY	286	28600000	0	2
k16_390e83a8	chrY	297	29700000	0	1
k16_390e83a8	chrY	301	30100000	0	2
k16_390e83a8	chrY	302	30200000	0	1
k16_390e83a8	chrY	306	30600000	0	1
k16_390e83a8	chrY	307	30700000	0	1
k16_390e83a8	chrY	309	30900000	0	2
k16_390e83a8	chrY	510	51000000	0	3
k16_390e83a8	chrY	527	52700000	0	1
k16_390e83a8	chrY	559	55900000	0	1
k16_390e83a8	chrY	576	57600000	0	1
k16_390e83a8	chrY	596	59600000	0	1
k16_390e83a8	chrY	615	61500000	0	1
k16_390e83a8	chrY	618	61800000	0	2
k16_390e83a8	chrY	619	61900000	0	18
k16_390e83a8	chrY	620	62000000	0	1
k16_3a0d0662	chr1	1275	127500000	0	7
k16_3a0d0662	chr1	1276	127600000	0	16
k16_3a0d0662	chr1	1280	128000000	0	1
k16_3a0d0662	chr3	954	95400000	0	1
k16_3a0d0662	chr4	491	49100000	0	1
k16_3a0d0662	chr5	496	49600000	0	14
k16_3a0d0662	chr5	497	49700000	0	4
k16_3a0d0662	chr5	499	49900000	0	35
k16_3a0d0662	chr7	584	58400000	0	9
k16_3a0d0662	chr7	585	58500000	0	1
k16_3a0d0662	chr7	587	58700000	0	11
k16_3a0d0662	chr7	589	58900000	0	13
k16_3a0d0662	chr7	590	59000000	0	3
k16_3a0d0662	chr9	485	48500000	0	5
k16_3a0d0662	chr9	486	48600000	0	7
k16_3a0d0662	chr9	487	48700000	0	5
k16_3a0d0662	chr9	488	48800000	0	2
k16_3a0d0662	chr9	491	49100000	0	1
k16_3a0d0662	chr9	492	49200000	0	8
k16_3a0d0662	chr9	493	49300000	0	42
k16_3a0d0662	chr9	494	49400000	0	69
k16_3a0d0662	chr9	495	49500000	0	76
k16_3a0d0662	chr9	496	49600000	0	72
k16_3a0d0662	chr9	497	49700000	0	63
k16_3a0d0662	chr9	498	49800000	0	70
k16_3a0d0662	chr9	499	49900000	0	70
k16_3a0d0662	chr9	500	50000000	0	64
k16_3a0d0662	chr9	501	50100000	0	71
k16_3a0d0662	chr9	502	50200000	0	61
k16_3a0d0662	chr9	503	50300000	0	82
k16_3a0d0662	chr9	504	50400000	0	45
k16_3a0d0662	chr9	505	50500000	0	71
k16_3a0d0662	chr9	506	50600000	0	72
k16_3a0d0662	chr9	507	50700000	0	73
k16_3a0d0662	chr9	508	50800000	0	79
k16_3a0d0662	chr9	509	50900000	0	71
k16_3a0d0662	chr9	510	51000000	0	56
k16_3a0d0662	chr9	511	51100000	0	72
k16_3a0d0662	chr9	512	51200000	0	84
k16_3a0d0662	chr9	513	51300000	0	29
k16_3a0d0662	chr9	514	51400000	0	63
k16_3a0d0662	chr9	515	51500000	0	59
k16_3a0d0662	chr9	516	51600000	0	74
k16_3a0d0662	chr9	517	51700000	0	74
k16_3a0d0662	chr9	518	51800000	0	68
k16_3a0d0662	chr9	519	51900000	0	75
k16_3a0d0662	chr9	520	52000000	0	73
k16_3a0d0662	chr9	521	52100000	0	75
k16_3a0d0662	chr9	522	52200000	0	67
k16_3a0d0662	chr9	523	52300000	0	31
k16_3a0d0662	chr9	524	52400000	0	41
k16_3a0d0662	chr9	525	52500000	0	64
k16_3a0d0662	chr9	526	52600000	0	82
k16_3a0d0662	chr9	527	52700000	0	90
k16_3a0d0662	chr9	528	52800000	0	72
k16_3a0d0662	chr9	529	52900000	0	54
k16_3a0d0662	chr9	530	53000000	0	93
k16_3a0d0662	chr9	531	53100000	0	92
k16_3a0d0662	chr9	532	53200000	0	63
k16_3a0d0662	chr9	533	53300000	0	46
k16_3a0d0662	chr9	534	53400000	0	44
k16_3a0d0662	chr9	535	53500000	0	75
k16_3a0d0662	chr9	536	53600000	0	54
k16_3a0d0662	chr9	537	53700000	0	85
k16_3a0d0662	chr9	538	53800000	0	68
k16_3a0d0662	chr9	539	53900000	0	52
k16_3a0d0662	chr9	540	54000000	0	62
k16_3a0d0662	chr9	541	54100000	0	77
k16_3a0d0662	chr9	542	54200000	0	70
k16_3a0d0662	chr9	543	54300000	0	76
k16_3a0d0662	chr9	544	54400000	0	36
k16_3a0d0662	chr9	545	54500000	0	70
k16_3a0d0662	chr9	546	54600000	0	73
k16_3a0d0662	chr9	547	54700000	0	63
k16_3a0d0662	chr9	548	54800000	0	59
k16_3a0d0662	chr9	549	54900000	0	63
k16_3a0d0662	chr9	550	55000000	0	82
k16_3a0d0662	chr9	551	55100000	0	52
k16_3a0d0662	chr9	552	55200000	0	74
k16_3a0d0662	chr9	553	55300000	0	57
k16_3a0d0662	chr9	554	55400000	0	73
k16_3a0d0662	chr9	555	55500000	0	85
k16_3a0d0662	chr9	556	55600000	0	65
k16_3a0d0662	chr9	557	55700000	0	72
k16_3a0d0662	chr9	558	55800000	0	39
k16_3a0d0662	chr9	559	55900000	0	80
k16_3a0d0662	chr9	560	56000000	0	66
k16_3a0d0662	chr9	561	56100000	0	74
k16_3a0d0662	chr9	562	56200000	0	71
k16_3a0d0662	chr9	563	56300000	0	89
k16_3a0d0662	chr9	564	56400000	0	86
k16_3a0d0662	chr9	565	56500000	0	73
k16_3a0d0662	chr9	566	56600000	0	77
k16_3a0d0662	chr9	567	56700000	0	76
k16_3a0d0662	chr9	568	56800000	0	82
k16_3a0d0662	chr9	569	56900000	0	76
k16_3a0d0662	chr9	570	57000000	0	53
k16_3a0d0662	chr9	571	57100000	0	52
k16_3a0d0662	chr9	572	57200000	0	72
k16_3a0d0662	chr9	573	57300000	0	75
k16_3a0d0662	chr9	574	57400000	0	61
k16_3a0d0662	chr9	575	57500000	0	64
k16_3a0d0662	chr9	576	57600000	0	65
k16_3a0d0662	chr9	577	57700000	0	86
k16_3a0d0662	chr9	578	57800000	0	68
k16_3a0d0662	chr9	579	57900000	0	84
k16_3a0d0662	chr9	580	58000000	0	79
k16_3a0d0662	chr9	581	58100000	0	78
k16_3a0d0662	chr9	582	58200000	0	30
k16_3a0d0662	chr9	583	58300000	0	60
k16_3a0d0662	chr9	584	58400000	0	70
k16_3a0d0662	chr9	585	58500000	0	90
k16_3a0d0662	chr9	586	58600000	0	79
k16_3a0d0662	chr9	587	58700000	0	69
k16_3a0d0662	chr9	588	58800000	0	94
k16_3a0d0662	chr9	589	58900000	0	62
k16_3a0d0662	chr9	590	59000000	0	91
k16_3a0d0662	chr9	591	59100000	0	56
k16_3a0d0662	chr9	592	59200000	0	86
k16_3a0d0662	chr9	593	59300000	0	73
k16_3a0d0662	chr9	594	59400000	0	73
k16_3a0d0662	chr9	595	59500000	0	79
k16_3a0d0662	chr9	596	59600000	0	73
k16_3a0d0662	chr9	597	59700000	0	84
k16_3a0d0662	chr9	598	59800000	0	76
k16_3a0d0662	chr9	599	59900000	0	69
k16_3a0d0662	chr9	600	60000000	0	54
k16_3a0d0662	chr9	601	60100000	0	54
k16_3a0d0662	chr9	602	60200000	0	63
k16_3a0d0662	chr9	603	60300000	0	53
k16_3a0d0662	chr9	604	60400000	0	61
k16_3a0d0662	chr9	605	60500000	0	54
k16_3a0d0662	chr9	606	60600000	0	59
k16_3a0d0662	chr9	607	60700000	0	66
k16_3a0d0662	chr9	608	60800000	0	67
k16_3a0d0662	chr9	609	60900000	0	64
k16_3a0d0662	chr9	610	61000000	0	36
k16_3a0d0662	chr9	611	61100000	0	44
k16_3a0d0662	chr9	612	61200000	0	50
k16_3a0d0662	chr9	613	61300000	0	71
k16_3a0d0662	chr9	614	61400000	0	85
k16_3a0d0662	chr9	615	61500000	0	79
k16_3a0d0662	chr9	616	61600000	0	64
k16_3a0d0662	chr9	617	61700000	0	84
k16_3a0d0662	chr9	618	61800000	0	92
k16_3a0d0662	chr9	619	61900000	0	68
k16_3a0d0662	chr9	620	62000000	0	48
k16_3a0d0662	chr9	621	62100000	0	69
k16_3a0d0662	chr9	622	62200000	0	55
k16_3a0d0662	chr9	623	62300000	0	67
k16_3a0d0662	chr9	624	62400000	0	60
k16_3a0d0662	chr9	625	62500000	0	84
k16_3a0d0662	chr9	626	62600000	0	77
k16_3a0d0662	chr9	627	62700000	0	45
k16_3a0d0662	chr9	628	62800000	0	62
k16_3a0d0662	chr9	629	62900000	0	81
k16_3a0d0662	chr9	630	63000000	0	70
k16_3a0d0662	chr9	631	63100000	0	81
k16_3a0d0662	chr9	632	63200000	0	33
