query_index	kmer_id	region	exact_distance	query_position_1based	weighted_count
18	k16_34d83a51	HSat3	2	5	681
18	k16_34d83a51	HSat3	2	6	0
18	k16_34d83a51	HSat3	2	7	75
18	k16_34d83a51	HSat3	2	8	0
18	k16_34d83a51	HSat3	2	9	0
18	k16_34d83a51	HSat3	2	10	29
18	k16_34d83a51	HSat3	2	11	0
18	k16_34d83a51	HSat3	2	12	0
18	k16_34d83a51	HSat3	2	13	3723
18	k16_34d83a51	HSat3	2	14	40
18	k16_34d83a51	HSat3	2	15	2964
18	k16_34d83a51	HSat3	2	16	0
18	k16_34d83a51	HSat23	1	1	1614
18	k16_34d83a51	HSat23	1	2	179
18	k16_34d83a51	HSat23	1	3	714
18	k16_34d83a51	HSat23	1	4	12112
18	k16_34d83a51	HSat23	1	5	170
18	k16_34d83a51	HSat23	1	6	1901
18	k16_34d83a51	HSat23	1	7	4377
18	k16_34d83a51	HSat23	1	8	29
18	k16_34d83a51	HSat23	1	9	770
18	k16_34d83a51	HSat23	1	10	250
18	k16_34d83a51	HSat23	1	11	3988
18	k16_34d83a51	HSat23	1	12	1856
18	k16_34d83a51	HSat23	1	13	1243602
18	k16_34d83a51	HSat23	1	14	3936
18	k16_34d83a51	HSat23	1	15	90717
18	k16_34d83a51	HSat23	1	16	4578
18	k16_34d83a51	HSat23	2	1	71510
18	k16_34d83a51	HSat23	2	2	12418
18	k16_34d83a51	HSat23	2	3	21247
18	k16_34d83a51	HSat23	2	4	14880
18	k16_34d83a51	HSat23	2	5	496879
18	k16_34d83a51	HSat23	2	6	135540
18	k16_34d83a51	HSat23	2	7	302565
18	k16_34d83a51	HSat23	2	8	17356
18	k16_34d83a51	HSat23	2	9	51301
18	k16_34d83a51	HSat23	2	10	34843
18	k16_34d83a51	HSat23	2	11	18982
18	k16_34d83a51	HSat23	2	12	32511
18	k16_34d83a51	HSat23	2	13	30240835
18	k16_34d83a51	HSat23	2	14	514283
18	k16_34d83a51	HSat23	2	15	28381351
18	k16_34d83a51	HSat23	2	16	538161
18	k16_34d83a51	background	1	1	1
18	k16_34d83a51	background	1	2	0
18	k16_34d83a51	background	1	3	0
18	k16_34d83a51	background	1	4	17
18	k16_34d83a51	background	1	5	0
18	k16_34d83a51	background	1	6	458
18	k16_34d83a51	background	1	7	1599
18	k16_34d83a51	background	1	8	0
18	k16_34d83a51	background	1	9	0
18	k16_34d83a51	background	1	10	0
18	k16_34d83a51	background	1	11	442
18	k16_34d83a51	background	1	12	5
18	k16_34d83a51	background	1	13	2656
18	k16_34d83a51	background	1	14	15
18	k16_34d83a51	background	1	15	192
18	k16_34d83a51	background	1	16	6
18	k16_34d83a51	background	2	1	17539
18	k16_34d83a51	background	2	2	12432
18	k16_34d83a51	background	2	3	13329
18	k16_34d83a51	background	2	4	14512
18	k16_34d83a51	background	2	5	22531
18	k16_34d83a51	background	2	6	69621
18	k16_34d83a51	background	2	7	69767
18	k16_34d83a51	background	2	8	16021
18	k16_34d83a51	background	2	9	13754
18	k16_34d83a51	background	2	10	12474
18	k16_34d83a51	background	2	11	11511
18	k16_34d83a51	background	2	12	19021
18	k16_34d83a51	background	2	13	103834
18	k16_34d83a51	background	2	14	7427
18	k16_34d83a51	background	2	15	93383
18	k16_34d83a51	background	2	16	26264
19	k16_360e8045	HSat2	1	1	19894
19	k16_360e8045	HSat2	1	2	3233
19	k16_360e8045	HSat2	1	3	17235
19	k16_360e8045	HSat2	1	4	804299
19	k16_360e8045	HSat2	1	5	802
19	k16_360e8045	HSat2	1	6	5117
19	k16_360e8045	HSat2	1	7	15306
19	k16_360e8045	HSat2	1	8	17001
19	k16_360e8045	HSat2	1	9	5543
19	k16_360e8045	HSat2	1	10	1255
19	k16_360e8045	HSat2	1	11	7856
19	k16_360e8045	HSat2	1	12	2489813
19	k16_360e8045	HSat2	1	13	20076
19	k16_360e8045	HSat2	1	14	207615
19	k16_360e8045	HSat2	1	15	213317
19	k16_360e8045	HSat2	1	16	6539
19	k16_360e8045	HSat2	2	1	3386405
19	k16_360e8045	HSat2	2	2	61451
19	k16_360e8045	HSat2	2	3	1059103
19	k16_360e8045	HSat2	2	4	690585
19	k16_360e8045	HSat2	2	5	12287
19	k16_360e8045	HSat2	2	6	35752
19	k16_360e8045	HSat2	2	7	113866
19	k16_360e8045	HSat2	2	8	59129
19	k16_360e8045	HSat2	2	9	40249
19	k16_360e8045	HSat2	2	10	22332
19	k16_360e8045	HSat2	2	11	58519
19	k16_360e8045	HSat2	2	12	39864531
19	k16_360e8045	HSat2	2	13	119835
19	k16_360e8045	HSat2	2	14	91157
19	k16_360e8045	HSat2	2	15	39787040
19	k16_360e8045	HSat2	2	16	187717
19	k16_360e8045	HSat3	1	1	0
19	k16_360e8045	HSat3	1	2	2
19	k16_360e8045	HSat3	1	3	5916
19	k16_360e8045	HSat3	1	4	0
19	k16_360e8045	HSat3	1	5	0
19	k16_360e8045	HSat3	1	6	1
19	k16_360e8045	HSat3	1	7	0
19	k16_360e8045	HSat3	1	8	6
19	k16_360e8045	HSat3	1	9	0
19	k16_360e8045	HSat3	1	10	0
19	k16_360e8045	HSat3	1	11	0
19	k16_360e8045	HSat3	1	12	1249
19	k16_360e8045	HSat3	1	13	0
19	k16_360e8045	HSat3	1	14	0
19	k16_360e8045	HSat3	1	15	3226
19	k16_360e8045	HSat3	1	16	0
19	k16_360e8045	HSat3	2	1	2407
19	k16_360e8045	HSat3	2	2	6580
19	k16_360e8045	HSat3	2	3	1931649
19	k16_360e8045	HSat3	2	4	2587
19	k16_360e8045	HSat3	2	5	31
19	k16_360e8045	HSat3	2	6	87
19	k16_360e8045	HSat3	2	7	506
19	k16_360e8045	HSat3	2	8	3353
19	k16_360e8045	HSat3	2	9	186
19	k16_360e8045	HSat3	2	10	101
19	k16_360e8045	HSat3	2	11	103
19	k16_360e8045	HSat3	2	12	525167
19	k16_360e8045	HSat3	2	13	53153
19	k16_360e8045	HSat3	2	14	17728
19	k16_360e8045	HSat3	2	15	1823159
19	k16_360e8045	HSat3	2	16	3525
19	k16_360e8045	HSat23	1	1	19894
19	k16_360e8045	HSat23	1	2	3235
19	k16_360e8045	HSat23	1	3	23151
19	k16_360e8045	HSat23	1	4	804299
19	k16_360e8045	HSat23	1	5	802
19	k16_360e8045	HSat23	1	6	5118
19	k16_360e8045	HSat23	1	7	15306
19	k16_360e8045	HSat23	1	8	17007
19	k16_360e8045	HSat23	1	9	5543
19	k16_360e8045	HSat23	1	10	1255
19	k16_360e8045	HSat23	1	11	7856
19	k16_360e8045	HSat23	1	12	2491062
19	k16_360e8045	HSat23	1	13	20076
19	k16_360e8045	HSat23	1	14	207615
19	k16_360e8045	HSat23	1	15	216576
19	k16_360e8045	HSat23	1	16	6539
19	k16_360e8045	HSat23	2	1	3388812
19	k16_360e8045	HSat23	2	2	68031
19	k16_360e8045	HSat23	2	3	2990767
19	k16_360e8045	HSat23	2	4	693172
19	k16_360e8045	HSat23	2	5	12318
19	k16_360e8045	HSat23	2	6	35839
19	k16_360e8045	HSat23	2	7	114372
19	k16_360e8045	HSat23	2	8	62482
19	k16_360e8045	HSat23	2	9	40435
19	k16_360e8045	HSat23	2	10	22433
19	k16_360e8045	HSat23	2	11	58622
19	k16_360e8045	HSat23	2	12	40390099
19	k16_360e8045	HSat23	2	13	172988
19	k16_360e8045	HSat23	2	14	108885
19	k16_360e8045	HSat23	2	15	41610580
19	k16_360e8045	HSat23	2	16	191247
19	k16_360e8045	background	1	1	56
19	k16_360e8045	background	1	2	954
19	k16_360e8045	background	1	3	2774
19	k16_360e8045	background	1	4	5744
19	k16_360e8045	background	1	5	107
19	k16_360e8045	background	1	6	8
19	k16_360e8045	background	1	7	550
19	k16_360e8045	background	1	8	132
19	k16_360e8045	background	1	9	7
19	k16_360e8045	background	1	10	1
19	k16_360e8045	background	1	11	12
19	k16_360e8045	background	1	12	7603
19	k16_360e8045	background	1	13	582
19	k16_360e8045	background	1	14	117
19	k16_360e8045	background	1	15	892
19	k16_360e8045	background	1	16	944
19	k16_360e8045	background	2	1	30280
19	k16_360e8045	background	2	2	44245
19	k16_360e8045	background	2	3	153979
19	k16_360e8045	background	2	4	159085
19	k16_360e8045	background	2	5	29205
19	k16_360e8045	background	2	6	16172
19	k16_360e8045	background	2	7	37841
19	k16_360e8045	background	2	8	14948
19	k16_360e8045	background	2	9	32280
19	k16_360e8045	background	2	10	10515
19	k16_360e8045	background	2	11	20726
19	k16_360e8045	background	2	12	128206
19	k16_360e8045	background	2	13	37749
19	k16_360e8045	background	2	14	13853
19	k16_360e8045	background	2	15	158132
19	k16_360e8045	background	2	16	80454
20	k16_360e8560	HSat2	1	1	41856
20	k16_360e8560	HSat2	1	2	23328
20	k16_360e8560	HSat2	1	3	68203
20	k16_360e8560	HSat2	1	4	79590
20	k16_360e8560	HSat2	1	5	17613
20	k16_360e8560	HSat2	1	6	7951
20	k16_360e8560	HSat2	1	7	238143
20	k16_360e8560	HSat2	1	8	12562
20	k16_360e8560	HSat2	1	9	42189
20	k16_360e8560	HSat2	1	10	25142
20	k16_360e8560	HSat2	1	11	147010
20	k16_360e8560	HSat2	1	12	14514904
20	k16_360e8560	HSat2	1	13	85866
20	k16_360e8560	HSat2	1	14	72893
20	k16_360e8560	HSat2	1	15	11954
20	k16_360e8560	HSat2	1	16	22520
20	k16_360e8560	HSat2	2	1	2259348
20	k16_360e8560	HSat2	2	2	792972
20	k16_360e8560	HSat2	2	3	5930174
20	k16_360e8560	HSat2	2	4	7128509
20	k16_360e8560	HSat2	2	5	584576
20	k16_360e8560	HSat2	2	6	782908
20	k16_360e8560	HSat2	2	7	2456083
20	k16_360e8560	HSat2	2	8	259224
20	k16_360e8560	HSat2	2	9	676069
20	k16_360e8560	HSat2	2	10	5187190
20	k16_360e8560	HSat2	2	11	30071186
20	k16_360e8560	HSat2	2	12	55697586
20	k16_360e8560	HSat2	2	13	5292230
20	k16_360e8560	HSat2	2	14	4689826
20	k16_360e8560	HSat2	2	15	636107
20	k16_360e8560	HSat2	2	16	539578
20	k16_360e8560	HSat3	1	1	0
20	k16_360e8560	HSat3	1	2	0
20	k16_360e8560	HSat3	1	3	65181
20	k16_360e8560	HSat3	1	4	894
20	k16_360e8560	HSat3	1	5	0
20	k16_360e8560	HSat3	1	6	574
20	k16_360e8560	HSat3	1	7	0
20	k16_360e8560	HSat3	1	8	1
20	k16_360e8560	HSat3	1	9	15
20	k16_360e8560	HSat3	1	10	0
20	k16_360e8560	HSat3	1	11	3884
20	k16_360e8560	HSat3	1	12	14123
20	k16_360e8560	HSat3	1	13	2120
20	k16_360e8560	HSat3	1	14	1755
20	k16_360e8560	HSat3	1	15	0
20	k16_360e8560	HSat3	1	16	0
20	k16_360e8560	HSat3	2	1	12060
20	k16_360e8560	HSat3	2	2	11294
20	k16_360e8560	HSat3	2	3	1598178
20	k16_360e8560	HSat3	2	4	17100
20	k16_360e8560	HSat3	2	5	3817
20	k16_360e8560	HSat3	2	6	6073
20	k16_360e8560	HSat3	2	7	8789
20	k16_360e8560	HSat3	2	8	29398
20	k16_360e8560	HSat3	2	9	155168
20	k16_360e8560	HSat3	2	10	2449
20	k16_360e8560	HSat3	2	11	1949051
20	k16_360e8560	HSat3	2	12	2894590
20	k16_360e8560	HSat3	2	13	206720
20	k16_360e8560	HSat3	2	14	104312
20	k16_360e8560	HSat3	2	15	2260
20	k16_360e8560	HSat3	2	16	11593
20	k16_360e8560	HSat23	1	1	41856
20	k16_360e8560	HSat23	1	2	23328
20	k16_360e8560	HSat23	1	3	133387
20	k16_360e8560	HSat23	1	4	80484
20	k16_360e8560	HSat23	1	5	17613
20	k16_360e8560	HSat23	1	6	8525
20	k16_360e8560	HSat23	1	7	238143
20	k16_360e8560	HSat23	1	8	12563
20	k16_360e8560	HSat23	1	9	42204
20	k16_360e8560	HSat23	1	10	25142
20	k16_360e8560	HSat23	1	11	150896
20	k16_360e8560	HSat23	1	12	14529064
20	k16_360e8560	HSat23	1	13	87986
20	k16_360e8560	HSat23	1	14	74651
20	k16_360e8560	HSat23	1	15	11954
20	k16_360e8560	HSat23	1	16	22520
20	k16_360e8560	HSat23	2	1	2271408
20	k16_360e8560	HSat23	2	2	804294
20	k16_360e8560	HSat23	2	3	7528531
20	k16_360e8560	HSat23	2	4	7145686
20	k16_360e8560	HSat23	2	5	588407
20	k16_360e8560	HSat23	2	6	788984
20	k16_360e8560	HSat23	2	7	2464885
20	k16_360e8560	HSat23	2	8	288622
20	k16_360e8560	HSat23	2	9	831266
20	k16_360e8560	HSat23	2	10	5189647
20	k16_360e8560	HSat23	2	11	32020531
20	k16_360e8560	HSat23	2	12	58592868
20	k16_360e8560	HSat23	2	13	5498957
20	k16_360e8560	HSat23	2	14	4794189
20	k16_360e8560	HSat23	2	15	638367
20	k16_360e8560	HSat23	2	16	551176
20	k16_360e8560	background	1	1	122
20	k16_360e8560	background	1	2	56
20	k16_360e8560	background	1	3	2680
20	k16_360e8560	background	1	4	279
20	k16_360e8560	background	1	5	116
20	k16_360e8560	background	1	6	17
20	k16_360e8560	background	1	7	596
20	k16_360e8560	background	1	8	46
20	k16_360e8560	background	1	9	154
20	k16_360e8560	background	1	10	92
20	k16_360e8560	background	1	11	419
20	k16_360e8560	background	1	12	41069
20	k16_360e8560	background	1	13	302
20	k16_360e8560	background	1	14	194
20	k16_360e8560	background	1	15	26
20	k16_360e8560	background	1	16	444
20	k16_360e8560	background	2	1	10889
20	k16_360e8560	background	2	2	5607
20	k16_360e8560	background	2	3	61435
20	k16_360e8560	background	2	4	34102
20	k16_360e8560	background	2	5	4769
20	k16_360e8560	background	2	6	4797
20	k16_360e8560	background	2	7	9425
20	k16_360e8560	background	2	8	1168
20	k16_360e8560	background	2	9	5115
20	k16_360e8560	background	2	10	17808
20	k16_360e8560	background	2	11	97958
20	k16_360e8560	background	2	12	188511
20	k16_360e8560	background	2	13	30072
20	k16_360e8560	background	2	14	29507
20	k16_360e8560	background	2	15	6071
20	k16_360e8560	background	2	16	4604
21	k16_390e83a8	HSat2	1	1	0
21	k16_390e83a8	HSat2	1	2	0
21	k16_390e83a8	HSat2	1	3	13
21	k16_390e83a8	HSat2	1	4	23606
21	k16_390e83a8	HSat2	1	5	0
21	k16_390e83a8	HSat2	1	6	0
21	k16_390e83a8	HSat2	1	7	0
21	k16_390e83a8	HSat2	1	8	2446
21	k16_390e83a8	HSat2	1	9	0
21	k16_390e83a8	HSat2	1	10	0
21	k16_390e83a8	HSat2	1	11	0
21	k16_390e83a8	HSat2	1	12	0
21	k16_390e83a8	HSat2	1	13	23
21	k16_390e83a8	HSat2	1	14	0
21	k16_390e83a8	HSat2	1	15	29567
21	k16_390e83a8	HSat2	1	16	0
21	k16_390e83a8	HSat2	2	1	1311
21	k16_390e83a8	HSat2	2	2	4219
21	k16_390e83a8	HSat2	2	3	83268
21	k16_390e83a8	HSat2	2	4	13192722
21	k16_390e83a8	HSat2	2	5	37
21	k16_390e83a8	HSat2	2	6	15940
21	k16_390e83a8	HSat2	2	7	6675
21	k16_390e83a8	HSat2	2	8	3825041
21	k16_390e83a8	HSat2	2	9	8145
21	k16_390e83a8	HSat2	2	10	516
21	k16_390e83a8	HSat2	2	11	1785
21	k16_390e83a8	HSat2	2	12	4355
21	k16_390e83a8	HSat2	2	13	76285
21	k16_390e83a8	HSat2	2	14	2583
21	k16_390e83a8	HSat2	2	15	15610970
21	k16_390e83a8	HSat2	2	16	1732
21	k16_390e83a8	HSat3	1	1	19092
21	k16_390e83a8	HSat3	1	2	6681
21	k16_390e83a8	HSat3	1	3	6014
21	k16_390e83a8	HSat3	1	4	1076661
21	k16_390e83a8	HSat3	1	5	762
21	k16_390e83a8	HSat3	1	6	4031
21	k16_390e83a8	HSat3	1	7	22200
21	k16_390e83a8	HSat3	1	8	4108
21	k16_390e83a8	HSat3	1	9	27050
21	k16_390e83a8	HSat3	1	10	4858
21	k16_390e83a8	HSat3	1	11	2002
21	k16_390e83a8	HSat3	1	12	9943
21	k16_390e83a8	HSat3	1	13	6231
21	k16_390e83a8	HSat3	1	14	5239
21	k16_390e83a8	HSat3	1	15	22127845
21	k16_390e83a8	HSat3	1	16	17318
21	k16_390e83a8	HSat3	2	1	7063132
21	k16_390e83a8	HSat3	2	2	1378952
21	k16_390e83a8	HSat3	2	3	2030746
21	k16_390e83a8	HSat3	2	4	343666559
21	k16_390e83a8	HSat3	2	5	288345
21	k16_390e83a8	HSat3	2	6	1209244
21	k16_390e83a8	HSat3	2	7	2413024
21	k16_390e83a8	HSat3	2	8	1104757
21	k16_390e83a8	HSat3	2	9	1294672
21	k16_390e83a8	HSat3	2	10	324606
21	k16_390e83a8	HSat3	2	11	581586
21	k16_390e83a8	HSat3	2	12	1092302
21	k16_390e83a8	HSat3	2	13	1216867
21	k16_390e83a8	HSat3	2	14	1559213
21	k16_390e83a8	HSat3	2	15	365453841
21	k16_390e83a8	HSat3	2	16	4296242
21	k16_390e83a8	HSat23	1	1	19092
21	k16_390e83a8	HSat23	1	2	6681
21	k16_390e83a8	HSat23	1	3	6027
21	k16_390e83a8	HSat23	1	4	1100331
21	k16_390e83a8	HSat23	1	5	762
21	k16_390e83a8	HSat23	1	6	4031
21	k16_390e83a8	HSat23	1	7	22200
21	k16_390e83a8	HSat23	1	8	6554
21	k16_390e83a8	HSat23	1	9	27050
21	k16_390e83a8	HSat23	1	10	4858
21	k16_390e83a8	HSat23	1	11	2002
21	k16_390e83a8	HSat23	1	12	9943
21	k16_390e83a8	HSat23	1	13	6254
21	k16_390e83a8	HSat23	1	14	5239
21	k16_390e83a8	HSat23	1	15	22157433
21	k16_390e83a8	HSat23	1	16	17318
21	k16_390e83a8	HSat23	2	1	7064495
21	k16_390e83a8	HSat23	2	2	1383176
21	k16_390e83a8	HSat23	2	3	2114031
21	k16_390e83a8	HSat23	2	4	356860169
21	k16_390e83a8	HSat23	2	5	288382
21	k16_390e83a8	HSat23	2	6	1225276
21	k16_390e83a8	HSat23	2	7	2419700
21	k16_390e83a8	HSat23	2	8	4929836
21	k16_390e83a8	HSat23	2	9	1302849
21	k16_390e83a8	HSat23	2	10	325122
21	k16_390e83a8	HSat23	2	11	583380
21	k16_390e83a8	HSat23	2	12	1096657
21	k16_390e83a8	HSat23	2	13	1293204
21	k16_390e83a8	HSat23	2	14	1561799
21	k16_390e83a8	HSat23	2	15	381065855
21	k16_390e83a8	HSat23	2	16	4298027
21	k16_390e83a8	background	1	1	1420
21	k16_390e83a8	background	1	2	2667
21	k16_390e83a8	background	1	3	3004
21	k16_390e83a8	background	1	4	12614
21	k16_390e83a8	background	1	5	1027
21	k16_390e83a8	background	1	6	3957
21	k16_390e83a8	background	1	7	3721
21	k16_390e83a8	background	1	8	3137
21	k16_390e83a8	background	1	9	2710
21	k16_390e83a8	background	1	10	2545
21	k16_390e83a8	background	1	11	3452
21	k16_390e83a8	background	1	12	2638
21	k16_390e83a8	background	1	13	3538
21	k16_390e83a8	background	1	14	3249
21	k16_390e83a8	background	1	15	17283
21	k16_390e83a8	background	1	16	2096
21	k16_390e83a8	background	2	1	122843
21	k16_390e83a8	background	2	2	170267
21	k16_390e83a8	background	2	3	171903
21	k16_390e83a8	background	2	4	617038
21	k16_390e83a8	background	2	5	104080
21	k16_390e83a8	background	2	6	127232
21	k16_390e83a8	background	2	7	156376
21	k16_390e83a8	background	2	8	102819
21	k16_390e83a8	background	2	9	173289
21	k16_390e83a8	background	2	10	126414
21	k16_390e83a8	background	2	11	97896
21	k16_390e83a8	background	2	12	144099
21	k16_390e83a8	background	2	13	128012
21	k16_390e83a8	background	2	14	178700
21	k16_390e83a8	background	2	15	591890
21	k16_390e83a8	background	2	16	101698
22	k16_3a0d0662	HSat2	1	1	0
22	k16_3a0d0662	HSat2	1	2	0
22	k16_3a0d0662	HSat2	1	3	0
22	k16_3a0d0662	HSat2	1	4	0
22	k16_3a0d0662	HSat2	1	5	0
22	k16_3a0d0662	HSat2	1	6	0
22	k16_3a0d0662	HSat2	1	7	0
22	k16_3a0d0662	HSat2	1	8	0
22	k16_3a0d0662	HSat2	1	9	0
22	k16_3a0d0662	HSat2	1	10	0
22	k16_3a0d0662	HSat2	1	11	0
22	k16_3a0d0662	HSat2	1	12	9
22	k16_3a0d0662	HSat2	1	13	10
22	k16_3a0d0662	HSat2	1	14	0
22	k16_3a0d0662	HSat2	1	15	0
22	k16_3a0d0662	HSat2	1	16	0
22	k16_3a0d0662	HSat2	2	1	0
22	k16_3a0d0662	HSat2	2	2	7
22	k16_3a0d0662	HSat2	2	3	0
22	k16_3a0d0662	HSat2	2	4	0
22	k16_3a0d0662	HSat2	2	5	39
22	k16_3a0d0662	HSat2	2	6	1
22	k16_3a0d0662	HSat2	2	7	0
22	k16_3a0d0662	HSat2	2	8	2
22	k16_3a0d0662	HSat2	2	9	115
22	k16_3a0d0662	HSat2	2	10	10970
22	k16_3a0d0662	HSat2	2	11	1748
22	k16_3a0d0662	HSat2	2	12	2622
22	k16_3a0d0662	HSat2	2	13	169416
22	k16_3a0d0662	HSat2	2	14	6348
22	k16_3a0d0662	HSat2	2	15	105992
22	k16_3a0d0662	HSat2	2	16	53206
22	k16_3a0d0662	HSat3	1	1	55387
22	k16_3a0d0662	HSat3	1	2	72733
22	k16_3a0d0662	HSat3	1	3	59193
22	k16_3a0d0662	HSat3	1	4	43192
22	k16_3a0d0662	HSat3	1	5	18076
22	k16_3a0d0662	HSat3	1	6	47239
22	k16_3a0d0662	HSat3	1	7	46298
22	k16_3a0d0662	HSat3	1	8	106412
22	k16_3a0d0662	HSat3	1	9	26642
22	k16_3a0d0662	HSat3	1	10	33432
22	k16_3a0d0662	HSat3	1	11	222851
22	k16_3a0d0662	HSat3	1	12	24405445
22	k16_3a0d0662	HSat3	1	13	215999
22	k16_3a0d0662	HSat3	1	14	99722
22	k16_3a0d0662	HSat3	1	15	28102
22	k16_3a0d0662	HSat3	1	16	126046
22	k16_3a0d0662	HSat3	2	1	1148157
22	k16_3a0d0662	HSat3	2	2	569862
22	k16_3a0d0662	HSat3	2	3	1049232
22	k16_3a0d0662	HSat3	2	4	1018970
22	k16_3a0d0662	HSat3	2	5	393182
22	k16_3a0d0662	HSat3	2	6	518070
22	k16_3a0d0662	HSat3	2	7	479302
22	k16_3a0d0662	HSat3	2	8	2334903
22	k16_3a0d0662	HSat3	2	9	456497
22	k16_3a0d0662	HSat3	2	10	410005
22	k16_3a0d0662	HSat3	2	11	1247152
22	k16_3a0d0662	HSat3	2	12	24244695
22	k16_3a0d0662	HSat3	2	13	3541117
22	k16_3a0d0662	HSat3	2	14	1137292
22	k16_3a0d0662	HSat3	2	15	467229
22	k16_3a0d0662	HSat3	2	16	10787743
22	k16_3a0d0662	HSat23	1	1	55387
22	k16_3a0d0662	HSat23	1	2	72733
22	k16_3a0d0662	HSat23	1	3	59193
22	k16_3a0d0662	HSat23	1	4	43192
22	k16_3a0d0662	HSat23	1	5	18076
22	k16_3a0d0662	HSat23	1	6	47239
22	k16_3a0d0662	HSat23	1	7	46298
22	k16_3a0d0662	HSat23	1	8	106412
22	k16_3a0d0662	HSat23	1	9	26642
22	k16_3a0d0662	HSat23	1	10	33432
22	k16_3a0d0662	HSat23	1	11	222851
22	k16_3a0d0662	HSat23	1	12	24405454
22	k16_3a0d0662	HSat23	1	13	216009
22	k16_3a0d0662	HSat23	1	14	99722
22	k16_3a0d0662	HSat23	1	15	28102
22	k16_3a0d0662	HSat23	1	16	126046
22	k16_3a0d0662	HSat23	2	1	1148157
22	k16_3a0d0662	HSat23	2	2	569873
22	k16_3a0d0662	HSat23	2	3	1049232
22	k16_3a0d0662	HSat23	2	4	1018970
22	k16_3a0d0662	HSat23	2	5	393221
22	k16_3a0d0662	HSat23	2	6	518071
22	k16_3a0d0662	HSat23	2	7	479302
22	k16_3a0d0662	HSat23	2	8	2334905
22	k16_3a0d0662	HSat23	2	9	456618
22	k16_3a0d0662	HSat23	2	10	420975
22	k16_3a0d0662	HSat23	2	11	1248902
22	k16_3a0d0662	HSat23	2	12	24247365
22	k16_3a0d0662	HSat23	2	13	3710569
22	k16_3a0d0662	HSat23	2	14	1143640
22	k16_3a0d0662	HSat23	2	15	573221
22	k16_3a0d0662	HSat23	2	16	10840949
22	k16_3a0d0662	background	1	1	0
22	k16_3a0d0662	background	1	2	0
22	k16_3a0d0662	background	1	3	9
22	k16_3a0d0662	background	1	4	0
22	k16_3a0d0662	background	1	5	0
22	k16_3a0d0662	background	1	6	5
22	k16_3a0d0662	background	1	7	114
22	k16_3a0d0662	background	1	8	8
22	k16_3a0d0662	background	1	9	4
22	k16_3a0d0662	background	1	10	2
22	k16_3a0d0662	background	1	11	752
22	k16_3a0d0662	background	1	12	2527
22	k16_3a0d0662	background	1	13	524
22	k16_3a0d0662	background	1	14	1358
22	k16_3a0d0662	background	1	15	0
22	k16_3a0d0662	background	1	16	60
22	k16_3a0d0662	background	2	1	4497
22	k16_3a0d0662	background	2	2	3138
22	k16_3a0d0662	background	2	3	2316
22	k16_3a0d0662	background	2	4	7640
22	k16_3a0d0662	background	2	5	4494
22	k16_3a0d0662	background	2	6	5660
22	k16_3a0d0662	background	2	7	12441
22	k16_3a0d0662	background	2	8	6556
22	k16_3a0d0662	background	2	9	7160
22	k16_3a0d0662	background	2	10	4460
22	k16_3a0d0662	background	2	11	32627
22	k16_3a0d0662	background	2	12	151615
22	k16_3a0d0662	background	2	13	70994
22	k16_3a0d0662	background	2	14	128159
22	k16_3a0d0662	background	2	15	8285
22	k16_3a0d0662	background	2	16	15414
23	k16_3a0e80c1	HSat2	1	1	0
23	k16_3a0e80c1	HSat2	1	2	0
23	k16_3a0e80c1	HSat2	1	3	999
23	k16_3a0e80c1	HSat2	1	4	0
23	k16_3a0e80c1	HSat2	1	5	0
23	k16_3a0e80c1	HSat2	1	6	0
23	k16_3a0e80c1	HSat2	1	7	0
23	k16_3a0e80c1	HSat2	1	8	121
23	k16_3a0e80c1	HSat2	1	9	347
23	k16_3a0e80c1	HSat2	1	10	0
23	k16_3a0e80c1	HSat2	1	11	0
23	k16_3a0e80c1	HSat2	1	12	1260
23	k16_3a0e80c1	HSat2	1	13	20
23	k16_3a0e80c1	HSat2	1	14	76
23	k16_3a0e80c1	HSat2	1	15	1054
23	k16_3a0e80c1	HSat2	1	16	31
23	k16_3a0e80c1	HSat2	2	1	1712
23	k16_3a0e80c1	HSat2	2	2	33
23	k16_3a0e80c1	HSat2	2	3	579987
23	k16_3a0e80c1	HSat2	2	4	1247
23	k16_3a0e80c1	HSat2	2	5	19
23	k16_3a0e80c1	HSat2	2	6	5
23	k16_3a0e80c1	HSat2	2	7	503
23	k16_3a0e80c1	HSat2	2	8	24209
23	k16_3a0e80c1	HSat2	2	9	22698
23	k16_3a0e80c1	HSat2	2	10	1
23	k16_3a0e80c1	HSat2	2	11	2
23	k16_3a0e80c1	HSat2	2	12	755886
23	k16_3a0e80c1	HSat2	2	13	85418
23	k16_3a0e80c1	HSat2	2	14	64284
23	k16_3a0e80c1	HSat2	2	15	288098
23	k16_3a0e80c1	HSat2	2	16	75306
23	k16_3a0e80c1	HSat3	1	1	621
23	k16_3a0e80c1	HSat3	1	2	2215
23	k16_3a0e80c1	HSat3	1	3	3740
23	k16_3a0e80c1	HSat3	1	4	1581
23	k16_3a0e80c1	HSat3	1	5	4635
23	k16_3a0e80c1	HSat3	1	6	1116
23	k16_3a0e80c1	HSat3	1	7	1909
23	k16_3a0e80c1	HSat3	1	8	1480
23	k16_3a0e80c1	HSat3	1	9	640
23	k16_3a0e80c1	HSat3	1	10	757
23	k16_3a0e80c1	HSat3	1	11	2529
23	k16_3a0e80c1	HSat3	1	12	8494070
23	k16_3a0e80c1	HSat3	1	13	1337100
